"address","category","email","hotelClass","hotelClassAttribution","id","image","latitude","longitude","name","numberOfReviews","numberOfRooms","phone","priceLevel","priceRange","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Jl. Adil Makmur No.9 Near Inpres Market, Balikpapan 76123 Indonesia","hotel","talistings@oyorooms.com","0.0",,"19459324","https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/25/09/f6/fa/caption.jpg","-1.234057","116.8251","OYO 1647 Hotel Pavilliun 02 Syariah","1","28","+62 297 07602",,,"122","35","No. 35 dari 122 hotel di Balikpapan","3","HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d19459324-Reviews-OYO_1647_Hotel_Pavilliun_02_Syariah-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.oyorooms.com/81973?utm_source=tripadvisor&utm_medium=listing&utm_campaign=ID_BPN014"
"1, Jalan Marsma Iswahyudi No 26. Gn. Bahagia, Balikpapan 76114 Indonesia","hotel","talistings@oyorooms.com","0.0",,"19602542","https://media-cdn.tripadvisor.com/media/photo-o/1a/54/e1/68/oyo-2015-bandara-hotel.jpg","1.265844","116.88409","OYO 2015 Bandara Hotel Balikpapan","1","83","+62 21 29707600","$","Rp 149.000 - Rp 179.000","122","39","No. 39 dari 122 hotel di Balikpapan","2","HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d19602542-Reviews-OYO_2015_Bandara_Hotel_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.oyorooms.com/86681?utm_source=tripadvisor&utm_medium=listing&utm_campaign=ID_BPN022"
"Jln. Jendral Ahmad Yani No. 34, Balikpapan 76113 Indonesia","hotel",,"2.0","Properti ini diklasifikasikan menurut Giata.","6200772","https://media-cdn.tripadvisor.com/media/photo-o/19/c9/6e/04/hotel-budiman-twin-room.jpg","-1.27435","116.83852","Hotel Budiman","2","80","+62 542 736030","$","Rp 507.000 - Rp 582.000","122","36","No. 36 dari 122 hotel di Balikpapan","3","HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d6200772-Reviews-Hotel_Budiman-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Tembus Strat II, Gn. Samarinda, Balikpapan 76124 Indonesia","hotel","talistings@oyorooms.com","0.0",,"17706350","https://media-cdn.tripadvisor.com/media/photo-o/18/b3/aa/06/oyo-754-nur-aziziah-guest.jpg","-1.23875","116.8537","OYO 754 Nur Aziziah Guest House","1",,"+62 21 29707601","$","Rp 149.000 - Rp 179.000","122","31","No. 31 dari 122 hotel di Balikpapan","4","HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d17706350-Reviews-OYO_754_Nur_Aziziah_Guest_House-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.oyorooms.com/id/54759/"
"Jl. Mayjen Sutoyo No. 65, Balikpapan Indonesia","hotel","mutiara.indah@outlook.com","2.0","Properti ini diklasifikasikan menurut Giata.","3187442",,"-1.26607","116.84771","Mutiara Indah Hotel","6","104","+62 625 42421788",,,"122","40","No. 40 dari 122 hotel di Balikpapan","2.5","HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d3187442-Reviews-Mutiara_Indah_Hotel-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Syarifuddin Yoes No. 125, Sepinggan, Balikpapan 76115 Indonesia","hotel","info@royalsuitehotels.com","2.0","Properti ini diklasifikasikan menurut Giata.","12690393","https://media-cdn.tripadvisor.com/media/photo-o/11/79/43/1d/kamar-royal-suite-dengan.jpg","-1.254401","116.90033","Royal Suite Hotel Balikpapan","8","30","+62 542 8508000","$","Rp 507.000 - Rp 552.000","122","38","No. 38 dari 122 hotel di Balikpapan","3","HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d12690393-Reviews-Royal_Suite_Hotel_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.royalsuitehotels.com/"
"Jln. Marsma Iswahyadi No. 60, Balikpapan 76115 Indonesia","hotel",,"2.0","Properti ini diklasifikasikan menurut Giata.","3355620","https://media-cdn.tripadvisor.com/media/photo-o/0c/14/f1/61/sepinggan-hotel.jpg","-1.25965","116.90228","Sepinggan Hotel","8","50","+62 625 42761225","$","Rp 328.000 - Rp 388.000","122","34","No. 34 dari 122 hotel di Balikpapan","3","HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d3355620-Reviews-Sepinggan_Hotel-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jalan Sepinggan Baru 87, Balikpapan 76116 Indonesia","hotel",,"2.0","Properti ini diklasifikasikan menurut Giata.","21302165","https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/1c/50/82/d0/propertybuilding.jpg","-1.25327","116.9045","RedDoorz Syariah near Sepinggan Airport Balikpapan","0",,,"$","Rp 254.000 - Rp 313.000",,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d21302165-Reviews-RedDoorz_Syariah_near_Sepinggan_Airport_Balikpapan-Balikpapan_East_Kalimantan_Kaliman.html","http://www.reddoorz.com/en-id/hotel/Indonesia/balikpapan/sepinggan/reddoorz-near-sepinggan-airport-balikpapan"
"Jl, Sumber Rejo 2 No10, Sumber Rejo Near Balikpapan Tengah, Balikpapan 76124 Indonesia","hotel","talistings@oyorooms.com","0.0",,"18428322","https://media-cdn.tripadvisor.com/media/photo-o/19/21/87/9c/oyo-1007-alletha-guest.jpg","-1.241812","116.84849","OYO 1007 Alletha Guest House 2","1",,,,,"122","37","No. 37 dari 122 hotel di Balikpapan","3","HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d18428322-Reviews-OYO_1007_Alletha_Guest_House_2-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.oyorooms.com/60274?utm_source=tripadvisor&utm_medium=listing&utm_campaign=ID_BPN007"
"Ringroad Perum PGRI Blok P No: 10, Near Balikpapan Islamic Center, Balikpapan 76114 Indonesia","hotel",,"0.0",,"19602723","https://media-cdn.tripadvisor.com/media/photo-o/1a/54/e2/3d/oyo-2038-jasmine-guest.jpg","1.234704","116.88409","OYO 2038 Jasmine Guest House Balikpapan","0","15","+62 804 104 0040",,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d19602723-Reviews-OYO_2038_Jasmine_Guest_House_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.oyorooms.com/86804?utm_source=tripadvisor&utm_medium=listing&utm_campaign=ID_BPN023"
"Gang PLN, Balikpapan 76114 Indonesia","hotel",,"0.0",,"23191230",,"-1.246011","116.87358","Biru Rumahku","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d23191230-Reviews-Biru_Rumahku-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jalan Mt Haryono Rt 11 No. 48, Balikpapan 76114 Indonesia","hotel",,"0.0",,"23231126",,"-1.261144","116.861824","Airy Damai Mt Haryono 5 Balikpapan","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d23231126-Reviews-Airy_Damai_Mt_Haryono_5_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jalan Marsma R Iswahyudi No. 58, RT 23, Balikpapan Indonesia","hotel",,"0.0",,"20929819",,"-1.259641","116.908714","Airy Bandara Sepinggan Marsma R Iswahyudi 58 Balikpapan","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d20929819-Reviews-Airy_Bandara_Sepinggan_Marsma_R_Iswahyudi_58_Balikpapan-Balikpapan_East_Kalimantan_Ka.html","https://www.airyrooms.com/hotel/airy-bandara-sepinggan-marsma-r-iswahyudi-58-balikpapan"
"No 41-42, Jl. Tembus Strat II No.3, Balikpapan 76124 Indonesia","hotel","talistings@oyorooms.com","0.0",,"19459101","https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/29/31/d9/37/caption.jpg","-1.236799","116.84862","OYO 1745 Guest House Nur Aziziah 2","0","96",,"$","Rp 149.000 - Rp 179.000",,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d19459101-Reviews-OYO_1745_Guest_House_Nur_Aziziah_2-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.oyorooms.com/83450?utm_source=tripadvisor&utm_medium=listing&utm_campaign=ID_BPN018"
"117, Jl. Mayjend Sutoyo Gg. Kenangan, RT.41/RW.No.117, Klandasan Ilir, Balikpapan 76113 Indonesia","hotel",,"2.0","Properti ini diklasifikasikan menurut Giata.","23419272",,,,"OYO 3948 Kenangan Syariah Guest House","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d23419272-Reviews-OYO_3948_Kenangan_Syariah_Guest_House-Balikpapan_East_Kalimantan_Kalimantan.html",
"1, Sepinggan Raya, Balikpapan 76115 Indonesia","hotel","talistings@oyorooms.com","0.0",,"20099378","https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/29/32/6f/1b/caption.jpg","-1.252847","116.90403","OYO 2731 MIM Guest House Syariah","0","18",,"$","Rp 149.000 - Rp 164.000",,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d20099378-Reviews-OYO_2731_MIM_Guest_House_Syariah-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.oyorooms.com/93940?utm_source=tripadvisor&utm_medium=listing&utm_campaign=ID_BPN028"
"6, Jl. Syarifuddin Yoes, Balikpapan 76114 Indonesia","hotel","talistings@oyorooms.com","2.0","Properti ini diklasifikasikan menurut Giata.","20099371",,"-1.231136","116.87605","SPOT ON 2729 Marzan Syariah Guest House","0","10",,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d20099371-Reviews-SPOT_ON_2729_Marzan_Syariah_Guest_House-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.oyorooms.com/93937?utm_source=tripadvisor&utm_medium=listing&utm_campaign=ID_BPN027"
"Jalan MT.Haryono RT 30 No. 6A, Balikpapan 76114 Indonesia","hotel",,"0.0",,"21330735",,,,"RedDoorz near Living Plaza Balikpapan","0",,"+62 21 80629666","$","Rp 149.000 - Rp 224.000",,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d21330735-Reviews-RedDoorz_near_Living_Plaza_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.reddoorz.com/id-id/hotel/indonesia/balikpapan/balikpapan-selatan/reddoorz-near-living-plaza-balikpapan?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google"
"Jl. Marsma R. Iswahyudi, Balikpapan 76115 Indonesia","hotel",,"0.0",,"25566027","https://media-cdn.tripadvisor.com/media/photo-o/29/12/97/29/tampilan-eksterior-hotel.jpg","-1.260246","116.902176","Horison Ultima Bandara Balikpapan","0","138","+62 21 75818999","$","Rp 746.000 - Rp 851.000",,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d25566027-Reviews-Horison_Ultima_Bandara_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.myhorison.com"
"Jl. Jendral Ahmad Yani no. 33 Near Plaza Balikpapan, Balikpapan 76121 Indonesia","hotel","talistings@oyorooms.com","3.5","Properti ini diklasifikasikan menurut Giata.","2639353","https://media-cdn.tripadvisor.com/media/photo-o/1a/54/e0/d5/capital-o-1963-hotel.jpg","-1.274943","116.838715","Collection O 1963 Hotel The New Benakutai","17","112",,"$","Rp 149.000 - Rp 343.000","122","42","No. 42 dari 122 hotel di Balikpapan","3","HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d2639353-Reviews-Collection_O_1963_Hotel_The_New_Benakutai-Balikpapan_East_Kalimantan_Kalimantan.html","http://oyorooms.com/id/86330/?"
"Jalan MT Haryono, No RT 1, Damai, Balikpapan 76114 Indonesia","hotel",,"0.0",,"18432472","https://media-cdn.tripadvisor.com/media/photo-o/19/23/66/34/oyo-1020-pelita-guest.jpg","-1.259724","116.863815","RedDoorz Plus @ Pelita Guest House","0","54",,"$","Rp 149.000 - Rp 194.000",,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d18432472-Reviews-RedDoorz_Plus_Pelita_Guest_House-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.reddoorz.com/en-ph/hotel/indonesia/balikpapan/balikpapan-kota/damai/reddoorz-plus-pelita-guest-house?"
"No. 65, Jalan Jenderal Sudirman, Balikpapan 76114 Indonesia","hotel",,"0.0",,"3353641","https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-s/20/9b/c7/91/caption.jpg","-1.275709","116.86364","RedDoorz Syariah @ Hotel Simpatik Balikpapan","4","20","+62 542 766324","$","Rp 194.000 - Rp 224.000","122","43","No. 43 dari 122 hotel di Balikpapan","2","HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d3353641-Reviews-Reddoorz_Syariah_Hotel_Simpatik_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.reddoorz.com/en-ph/hotel/indonesia/balikpapan/balikpapan-selatan/hotel-simpatik/?"
"Jl Beller Gang Rahmat, 23, Balikpapan 76111 Indonesia","hotel",,"0.0",,"20923322","https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/29/2b/b6/78/caption.jpg","-1.257331","116.863335","OYO 3731 Pelangi Guest House","0","10",,"$","Rp 179.000",,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d20923322-Reviews-OYO_3731_Pelangi_Guest_House-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.oyorooms.com/id/103436/"
"Jl. MT Haryono No. 5, Damai Jembatan Pdam, Balikpapan 76114 Indonesia","hotel",,"0.0",,"20927488",,"-1.261144","116.861824","Airy Damai MT Haryono 5 Balikpapan","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d20927488-Reviews-Airy_Damai_MT_Haryono_5_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.airyrooms.com/hotel/airy-damai-mt-haryono-5-balikpapan?aclid=5992312887469"
"Jl Mt Haryono RT 1, Balikpapan 76114 Indonesia","hotel",,"2.0","Properti ini diklasifikasikan menurut Giata.","20927991",,"-1.22086","116.8618","Airy Damai Mt Haryono 1 Balikpapan","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d20927991-Reviews-Airy_Damai_Mt_Haryono_1_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.airyrooms.com/hotel/airy-damai-mt-haryono-1-balikpapan"
"Gang Bukit Mutiara, Balikpapan 76114 Indonesia","hotel",,"0.0",,"23341600",,"-1.26529","116.8501","Koening Residence I","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d23341600-Reviews-Koening_Residence_I-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.reddoorz.com/en-id/hotel/Indonesia/siaga/balikpapan-selatan/balikpapan/koening-residence-i"
"Gang Kauman, No. 22, Balikpapan 76121 Indonesia","hotel",,"0.0",,"23617463",,"-1.270973","116.83734","KoolKost Syariah @ Guest House Kauman 22","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d23617463-Reviews-KoolKost_Syariah_Guest_House_Kauman_22-Balikpapan_East_Kalimantan_Kalimantan.html",
"Gang Kutilang, No. 29, Balikpapan 76116 Indonesia","hotel",,"0.0",,"23340302","https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/29/31/f6/f6/caption.jpg","-1.259527","116.90646","KoolKost near Pantai Sepinggan Balikpapan","0",,,"$","Rp 179.000 - Rp 194.000",,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d23340302-Reviews-KoolKost_near_Pantai_Sepinggan_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.reddoorz.com/id-id/hotel/indonesia/balikpapan/balikpapan-selatan/koolkost-near-pantai-sepinggan-balikpapan"
"Jl. Telogorejo no 24 RT 26 , Telaga Sari, Balikpapan Sel., Balikpapan 76112 Indonesia","hotel",,"2.0","Properti ini diklasifikasikan menurut Giata.","23432029","https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/22/a0/6f/16/caption.jpg","-1.270614","116.82901","OYO 3919 Karmila Syariah Guest House","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d23432029-Reviews-OYO_3919_Karmila_Syariah_Guest_House-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Keruang No.1, Gn. Bahagia, Balikpapan 76114 Indonesia","hotel",,"0.0",,"23673867",,"-1.244359","116.88323","RedDoorz near BSCC DOME 2","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d23673867-Reviews-RedDoorz_near_BSCC_DOME_2-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jalan Abdi Praja 1 Blok 1A, RT 27, Balikpapan 76115 Indonesia","hotel",,"0.0",,"21303943",,"-1.23835","116.8922","RedDoorz Syariah near BSCC DOME","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d21303943-Reviews-RedDoorz_Syariah_near_BSCC_DOME-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.reddoorz.com/id-id/hotel/indonesia/balikpapan/sepingganbaru/sepinggan/reddoorz-syariah-near-bscc-dome"
"Jalan Syarifuddin Yoes 88, Balikpapan 76114 Indonesia","hotel","talistings@oyorooms.com","2.0","Properti ini diklasifikasikan menurut Giata.","13564861",,"-1.229524","116.881905","OYO 2886 Her Mandiri Guest House","0","45",,"$","Rp 149.000 - Rp 179.000",,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d13564861-Reviews-OYO_2886_Her_Mandiri_Guest_House-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.oyorooms.com/95181?utm_source=tripadvisor&utm_medium=listing&utm_campaign=ID_BPN030"
"Jl. Apt Pratono No. 16, Balikpapan Indonesia","hotel","marketing@hotel-mirama.com","3.0","Properti ini diklasifikasikan menurut Giata.","3187053","https://media-cdn.tripadvisor.com/media/photo-w/1a/fd/6f/45/photo0jpg.jpg","-1.274474","116.83752","Hotel Mirama","7","107","+62 542 411987","$","Rp 507.000 - Rp 687.000","122","44","No. 44 dari 122 hotel di Balikpapan","2","HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d3187053-Reviews-Hotel_Mirama-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl Perum Sosial, No.RT 28, Balikpapan 76126 Indonesia","hotel",,"0.0",,"23912600",,"-1.226598","116.86058","RedDoorz @ Sani Guest House","0",,"+62 812-5731-4596","$","Rp 149.000 - Rp 224.000",,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d23912600-Reviews-RedDoorz_Sani_Guest_House-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.reddoorz.com/en-ph/hotel/indonesia/balikpapan/balikpapan-utara/reddoorz-sani-guest-house"
"Gg. Wiyata IV No.69 Sepinggan, Balikpapan 76115 Indonesia","hotel","talistings@oyorooms.com","0.0",,"19603036","https://media-cdn.tripadvisor.com/media/photo-o/1a/54/df/d0/spot-on-1854-sepinggan.jpg","-1.25968","116.90861","SPOT ON 1854 Sepinggan Asri Syariah Guesthouse","0","7",,"$","Rp 179.000 - Rp 194.000",,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d19603036-Reviews-SPOT_ON_1854_Sepinggan_Asri_Syariah_Guesthouse-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.oyorooms.com/84984?utm_source=tripadvisor&utm_medium=listing&utm_campaign=ID_BPN019"
"Jln. MT. Haryono No. 02 (nearly Telkom & Siloam Hospital) Gn. Bahagia, Balikpapan Sel, Balikpapan 76126 Indonesia","hotel","talistings@oyorooms.com","1.0","Properti ini diklasifikasikan menurut Giata.","4885497","https://media-cdn.tripadvisor.com/media/photo-o/18/82/a4/53/oyo-663-hotel-sejati.jpg","-1.22114","116.86224","OYO 663 Hotel Sejati","2","27","9654617973","$","Rp 164.000 - Rp 269.000","122","41","No. 41 dari 122 hotel di Balikpapan","2","HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d4885497-Reviews-OYO_663_Hotel_Sejati-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.oyorooms.com/53848?utm_source=tripadvisor&utm_medium=listing&utm_campaign=ID_BPN001"
"Jl. Adil Makmur No.9, Balikpapan 76123 Indonesia","hotel",,"0.0",,"22134544",,"-1.233741","116.82359","Hotel Pavilliun 02","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d22134544-Reviews-Hotel_Pavilliun_02-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Mayjen Sutoyo No. 62 Gunung Malang, Balikpapan 76113 Indonesia","hotel",,"0.0",,"11885874","https://media-cdn.tripadvisor.com/media/photo-o/17/8a/3f/06/hotel-sinderella.jpg","-1.27224","116.84517","Hotel Sinderella","0","44","+62 625 42424865",,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d11885874-Reviews-Hotel_Sinderella-Balikpapan_East_Kalimantan_Kalimantan.html","http://sinderellahotelbalikpapan.wordpress.com"
"Jl. Jend. Sudirman No 84 RT 13, Balikpapan Indonesia","hotel",,"0.0",,"21290471",,"-1.272938","116.855995","Koolkost Syariah Near E Walk Mall Balikpapan 2","0","5",,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d21290471-Reviews-Koolkost_Syariah_Near_E_Walk_Mall_Balikpapan_2-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.reddoorz.com/id-id/hotel/indonesia/balikpapan/balikpapan-selatan/koolkost-near-e-walk-mall-balikpapan-2"
"29, Gg. Kutilang No.29, Balikpapan 76115 Indonesia","hotel",,"2.0","Properti ini diklasifikasikan menurut Giata.","21372521","https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/29/32/69/5a/caption.jpg","-1.259507","116.90646","OYO 3802 Wisma Cahaya Abadi","0",,,"$","Rp 149.000 - Rp 164.000",,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d21372521-Reviews-OYO_3802_Wisma_Cahaya_Abadi-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl Kauman Rt 45 No 22, Balikpapan Indonesia","hotel",,"2.0","Properti ini diklasifikasikan menurut Giata.","20928059",,"-1.27093","116.83663","Airy Syariah Gunungsari Ilir Kauman 22 Balikpapan","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d20928059-Reviews-Airy_Syariah_Gunungsari_Ilir_Kauman_22_Balikpapan-Balikpapan_East_Kalimantan_Kalimant.html","https://www.airyrooms.com/hotel/airy-syariah-gunungsari-ilir-kauman-22-balikpapan?aclid=5992312887469"
"Jl. Letjen Suprapto Rt 28 No. 6 Baru Tengah, Balikpapan 76132 Indonesia","hotel",,"0.0",,"23546964",,"-1.23297","116.81466","OYO 761 Mahkota Intan Hotel","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d23546964-Reviews-OYO_761_Mahkota_Intan_Hotel-Balikpapan_East_Kalimantan_Kalimantan.html",
"Karang Rejo, Balikpapan 76114 Indonesia","hotel",,"0.0",,"25196705","https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/27/f2/ae/85/caption.jpg","-1.243848","116.8395","ASA Guest House Balikpapan","0","29",,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d25196705-Reviews-ASA_Guest_House_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html",
"3b, Jl. Sumber Rejo 1 Perum Cempaka Emas No 3b Rt 034, Balikpapan 76124 Indonesia","hotel",,"0.0",,"21378177",,"-1.244904","116.84883","OYO 3491 Banawa Residence","0",,,"$","Rp 149.000 - Rp 164.000",,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d21378177-Reviews-OYO_3491_Banawa_Residence-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.oyorooms.com/id/101763-oyo-hotels-oyo-3491-banawa-residence-balikpapan/?"
"Jl Mt Haryono No.68C Rt 38 Gang Max, Balikpapan Indonesia","hotel",,"0.0",,"20923336",,"-1.24606","116.87238","Airy Eco Syariah Mt Haryono Gang Mex 68C Balikpapan","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d20923336-Reviews-Airy_Eco_Syariah_Mt_Haryono_Gang_Mex_68C_Balikpapan-Balikpapan_East_Kalimantan_Kalima.html","https://www.airyrooms.com/hotel/airy-eco-syariah-mt-haryono-gang-mex-68c-balikpapan"
"22, Jl. Penegak, Damai, Balikpapan 76114 Indonesia","hotel","talistings@oyorooms.com","0.0",,"19936116","https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/29/2c/2d/9b/caption.jpg","1.265286","116.86278","OYO 2343 Winolanto Guest House","0","12",,"$","Rp 224.000 - Rp 239.000",,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d19936116-Reviews-OYO_2343_Winolanto_Guest_House-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.oyorooms.com/90124?utm_source=tripadvisor&utm_medium=listing&utm_campaign=ID_BPN026"
"Jl. Jenderal Sudirman No.1, Balikpapan 76114 Indonesia","hotel",,"0.0",,"23654266",,"-1.271721","116.85239","De' Marihot House Balikpapan","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d23654266-Reviews-De_Marihot_House_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html",
"2, Jl. Jenderal Sudirman, RT.030/RW.025, Balikpapan 76112 Indonesia","hotel",,"0.0",,"21373462","https://media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/28/f3/4b/a8/caption.jpg","-1.276596","116.831085","OYO 3807 Guest House 268","0",,,"$","Rp 164.000 - Rp 179.000",,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d21373462-Reviews-OYO_3807_Guest_House_268-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.oyorooms.com/id/104027-oyo-hotels-oyo-3807-guest-house-268-balikpapan/"
"l. Pemuda No. 28 Damai, Balikpapan 76114 Indonesia","hotel",,"0.0",,"23620866",,"-1.268622","116.85989","RedDoorz Near Pentacity Balikpapan","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d23620866-Reviews-RedDoorz_Near_Pentacity_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html",
"JL. Ars Moh. No. 31, Balikpapan 76112 Indonesia","hotel",,"3.0","Properti ini diklasifikasikan menurut Giata.","20924470",,"-1.27357","116.8328","Airy Eco Syariah Klandasan Ulu Ars Muhammad 31 Balikpapan","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d20924470-Reviews-Airy_Eco_Syariah_Klandasan_Ulu_Ars_Muhammad_31_Balikpapan-Balikpapan_East_Kalimantan_.html","https://www.airyrooms.com/hotel/airy-eco-syariah-klandasan-ulu-ars-muhammad-31-balikpapan?aclid=5992312887469"
"Sungai Nangka, Balikpapan 88776 Indonesia","hotel",,"0.0",,"24989775",,"-1.245946","116.87217","OYO 90868 Ikhwan Guest House Syariah","0",,,,,,,,,"HOTEL","https://www.tripadvisor.co.id/Hotel_Review-g317100-d24989775-Reviews-OYO_90868_Ikhwan_Guest_House_Syariah-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.oyorooms.com/id/169850/"
