"address","address_obj/city","address_obj/country","address_obj/postalcode","address_obj/state","address_obj/street1","address_obj/street2","ancestors/0/abbrv","ancestors/0/location_id","ancestors/0/name","ancestors/0/subcategory/0/key","ancestors/0/subcategory/0/name","ancestors/1/abbrv","ancestors/1/location_id","ancestors/1/name","ancestors/1/subcategory/0/key","ancestors/1/subcategory/0/name","ancestors/2/abbrv","ancestors/2/location_id","ancestors/2/name","ancestors/2/subcategory/0/key","ancestors/2/subcategory/0/name","ancestors/3/abbrv","ancestors/3/location_id","ancestors/3/name","ancestors/3/subcategory/0/key","ancestors/3/subcategory/0/name","api_detail_url","bearing","category/key","category/name","description","distance","distance_string","doubleclick_zone","email","hours/timezone","hours/week_ranges/0/0/close_time","hours/week_ranges/0/0/open_time","hours/week_ranges/1/0/close_time","hours/week_ranges/1/0/open_time","hours/week_ranges/2/0/close_time","hours/week_ranges/2/0/open_time","hours/week_ranges/3/0/close_time","hours/week_ranges/3/0/open_time","hours/week_ranges/4/0/close_time","hours/week_ranges/4/0/open_time","hours/week_ranges/5/0/close_time","hours/week_ranges/5/0/open_time","hours/week_ranges/6/0/close_time","hours/week_ranges/6/0/open_time","image","is_candidate_for_contact_info_suppression","is_closed","is_jfy_enabled","is_long_closed","latitude","location_id","location_string","location_subtype","longitude","machine_translated","name","num_reviews","open_now_text","parent_display_name","phone","photo/caption","photo/helpful_votes","photo/id","photo/images/large/height","photo/images/large/url","photo/images/large/width","photo/images/medium/height","photo/images/medium/url","photo/images/medium/width","photo/images/original/height","photo/images/original/url","photo/images/original/width","photo/images/small/height","photo/images/small/url","photo/images/small/width","photo/images/thumbnail/height","photo/images/thumbnail/url","photo/images/thumbnail/width","photo/is_blessed","photo/published_date","photo/uploaded_date","photo/user","photo/user/member_id","photo/user/type","photo/user/user_id","preferred_map_engine","ranking","ranking_category","ranking_denominator","ranking_geo","ranking_geo_id","ranking_position","ranking_subcategory","rating","raw_ranking","subcategory/0/key","subcategory/0/name","subcategory/1/key","subcategory/1/name","subcategory/2/key","subcategory/2/name","subcategory/3/key","subcategory/3/name","subcategory/4/key","subcategory/4/name","subcategory/5/key","subcategory/5/name","subcategory_ranking","subtype/0/key","subtype/0/name","subtype/1/key","subtype/1/name","subtype/2/key","subtype/2/name","subtype/3/key","subtype/3/name","subtype/4/key","subtype/4/name","subtype/5/key","subtype/5/name","subtype/6/key","subtype/6/name","timezone","type","web_url","website","write_review"
"Jl. Jenderal Sudirman, Balikpapan 76111 Indonesia","Balikpapan","Indonesia","76111",,"Jl. Jenderal Sudirman","",,"317100","Balikpapan","city","Kota",,"2301802","Kalimantan Timur","province","Provinsi",,"294227","Kalimantan","region","Wilayah",,"294225","Indonesia","country","Negara","https://api.tripadvisor.com/api/internal/1.14/in/location/12063622",,"attraction","Objek Wisata","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/10/e9/de/97/sore-hari-di-lapangan.jpg","false","false","false","false",,"12063622","Balikpapan, Kalimantan Timur, Kalimantan","none",,,"Lapangan Merdeka","8",,"Balikpapan",,"sore hari di lapangan merdeka","0","283762327","596","https://media-cdn.tripadvisor.com/media/photo-o/10/e9/de/97/sore-hari-di-lapangan.jpg","424","450","https://media-cdn.tripadvisor.com/media/photo-s/10/e9/de/97/sore-hari-di-lapangan.jpg","320","596","https://media-cdn.tripadvisor.com/media/photo-o/10/e9/de/97/sore-hari-di-lapangan.jpg","424","205","https://media-cdn.tripadvisor.com/media/photo-f/10/e9/de/97/sore-hari-di-lapangan.jpg","146","50","https://media-cdn.tripadvisor.com/media/photo-t/10/e9/de/97/sore-hari-di-lapangan.jpg","50","true","2017-10-13T05:10:13-0400","2017-10-08T22:35:27-0400",,"0","user",,"default","No. 15 dari 39 hal yang dapat dilakukan di Balikpapan","attraction","39","Balikpapan","317100","15","No. 15 dari 39 hal yang dapat dilakukan di Balikpapan","4.0","2.8133151531219482","57","Wisata Alam & Taman","61","Aktivitas Luar Ruangan",,,,,,,,,"No. 15 dari 39 hal yang dapat dilakukan di Balikpapan","70","Taman","83","Jalur Sepeda","63","Jalur& Lintasan Joging",,,,,,,,,"Asia/Makassar","ATTRACTION","https://www.tripadvisor.co.id/Attraction_Review-g317100-d12063622-Reviews-Merdeka_Square-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.co.id/UserReview-g317100-d12063622-Merdeka_Square-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Jenderal Sudirman No.1 RW.RT.11, Klandasan Ulu, Balikpapan 76112 Indonesia","Balikpapan","Indonesia","76112",,"Jl. Jenderal Sudirman No.1","RW.RT.11, Klandasan Ulu",,"317100","Balikpapan","city","Kota",,"2301802","Kalimantan Timur","province","Provinsi",,"294227","Kalimantan","region","Wilayah",,"294225","Indonesia","country","Negara","https://api.tripadvisor.com/api/internal/1.14/in/location/10060175",,"attraction","Objek Wisata","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0a/b8/46/b8/pantai.jpg","false","false","false","false","-1.277929","10060175","Balikpapan, Kalimantan Timur, Kalimantan","none","116.82593",,"Pantai Monpera","13",,"Balikpapan",,"Pantai","0","179848888","449","https://media-cdn.tripadvisor.com/media/photo-o/0a/b8/46/b8/pantai.jpg","674","366","https://media-cdn.tripadvisor.com/media/photo-s/0a/b8/46/b8/pantai.jpg","550","449","https://media-cdn.tripadvisor.com/media/photo-o/0a/b8/46/b8/pantai.jpg","674","150","https://media-cdn.tripadvisor.com/media/photo-l/0a/b8/46/b8/pantai.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/0a/b8/46/b8/pantai.jpg","50","false","2016-03-27T12:15:12-0400","2016-03-27T12:15:12-0400",,"0","user",,"default","No. 20 dari 39 hal yang dapat dilakukan di Balikpapan","attraction","39","Balikpapan","317100","20","No. 20 dari 39 hal yang dapat dilakukan di Balikpapan","3.5","2.76953387260437","57","Wisata Alam & Taman","61","Aktivitas Luar Ruangan",,,,,,,,,"No. 20 dari 39 hal yang dapat dilakukan di Balikpapan","52","Pantai",,,,,,,,,,,,,"Asia/Makassar","ATTRACTION","https://www.tripadvisor.co.id/Attraction_Review-g317100-d10060175-Reviews-Monpera_Beach-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.co.id/UserReview-g317100-d10060175-Monpera_Beach-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jln. Mulawarman, Balikpapan 76115 Indonesia","Balikpapan","Indonesia","76115",,"Jln. Mulawarman","",,"317100","Balikpapan","city","Kota",,"2301802","Kalimantan Timur","province","Provinsi",,"294227","Kalimantan","region","Wilayah",,"294225","Indonesia","country","Negara","https://api.tripadvisor.com/api/internal/1.14/in/location/8129458",,"attraction","Objek Wisata","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/07/fc/45/a0/pandangan-di-kejauhan.jpg","false","false","false","false","-1.25528","8129458","Balikpapan, Kalimantan Timur, Kalimantan","none","116.92601",,"Bukit Alpha","8",,"Balikpapan",,"Pandangan di kejauhan","0","133973408","411","https://media-cdn.tripadvisor.com/media/photo-s/07/fc/45/a0/pandangan-di-kejauhan.jpg","550","187","https://media-cdn.tripadvisor.com/media/photo-f/07/fc/45/a0/pandangan-di-kejauhan.jpg","250","603","https://media-cdn.tripadvisor.com/media/photo-o/07/fc/45/a0/pandangan-di-kejauhan.jpg","805","150","https://media-cdn.tripadvisor.com/media/photo-l/07/fc/45/a0/pandangan-di-kejauhan.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/07/fc/45/a0/pandangan-di-kejauhan.jpg","50","false","2015-05-28T15:04:23-0400","2015-05-28T15:04:23-0400",,"0","user",,"default","No. 25 dari 39 hal yang dapat dilakukan di Balikpapan","attraction","39","Balikpapan","317100","25","No. 25 dari 39 hal yang dapat dilakukan di Balikpapan","3.5","2.7543416023254395","57","Wisata Alam & Taman","61","Aktivitas Luar Ruangan",,,,,,,,,"No. 25 dari 39 hal yang dapat dilakukan di Balikpapan","87","Jalur Lintas Alam","83","Jalur Sepeda",,,,,,,,,,,"Asia/Makassar","ATTRACTION","https://www.tripadvisor.co.id/Attraction_Review-g317100-d8129458-Reviews-Alpha_Hill-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.co.id/UserReview-g317100-d8129458-Alpha_Hill-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Jenderal Sudirman Pasar Baru, Balikpapan 76113 Indonesia","Balikpapan","Indonesia","76113",,"Jl. Jenderal Sudirman","Pasar Baru",,"317100","Balikpapan","city","Kota",,"2301802","Kalimantan Timur","province","Provinsi",,"294227","Kalimantan","region","Wilayah",,"294225","Indonesia","country","Negara","https://api.tripadvisor.com/api/internal/1.14/in/location/12799944",,"attraction","Objek Wisata","",,,"as.indonesia.borneo","contact@bosmall.id","Asia/Makassar","1320","600","1320","600","1320","600","1320","600","1320","600","1320","600","1320","600","https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/03/a3/c6/i-am-bos-balikpapan.jpg","false","false","false","false","-1.277424","12799944","Balikpapan, Kalimantan Timur, Kalimantan","none","116.84152",,"Balikpapan Ocean Square","4","Sekarang Tutup","Balikpapan","+62 542 737888","I AM BOS Balikpapan","1","436446150","683","https://media-cdn.tripadvisor.com/media/photo-w/1a/03/a3/c6/i-am-bos-balikpapan.jpg","1024","367","https://media-cdn.tripadvisor.com/media/photo-s/1a/03/a3/c6/i-am-bos-balikpapan.jpg","550","854","https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/03/a3/c6/i-am-bos-balikpapan.jpg","1280","150","https://media-cdn.tripadvisor.com/media/photo-l/1a/03/a3/c6/i-am-bos-balikpapan.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/1a/03/a3/c6/i-am-bos-balikpapan.jpg","50","true","2019-11-13T04:11:33-0500","2019-11-13T04:11:33-0500",,"0","user",,"default","No. 23 dari 39 hal yang dapat dilakukan di Balikpapan","attraction","39","Balikpapan","317100","23","No. 23 dari 39 hal yang dapat dilakukan di Balikpapan","4.0","2.7675132751464844","26","Tempat Belanja",,,,,,,,,,,"No. 23 dari 39 hal yang dapat dilakukan di Balikpapan","143","Tempat Belanja",,,,,,,,,,,,,"Asia/Makassar","ATTRACTION","https://www.tripadvisor.co.id/Attraction_Review-g317100-d12799944-Reviews-Balikpapan_Ocean_Square-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.bosmall.id/","https://www.tripadvisor.co.id/UserReview-g317100-d12799944-Balikpapan_Ocean_Square-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Dahor III, Balikpapan 70114 Indonesia","Balikpapan","Indonesia","70114",,"Jl. Dahor III","",,"317100","Balikpapan","city","Kota",,"2301802","Kalimantan Timur","province","Provinsi",,"294227","Kalimantan","region","Wilayah",,"294225","Indonesia","country","Negara","https://api.tripadvisor.com/api/internal/1.14/in/location/11872443",,"attraction","Objek Wisata","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/12/f7/e5/df/dahor-heritage-balikpapan.jpg","false","false","false","false","-1.239463","11872443","Balikpapan, Kalimantan Timur, Kalimantan","none","116.82982",,"Dahor Heritage Balikpapan","3",,"Balikpapan","+62 821-4941-7700","Dahor Heritage Balikpapan, Balikpapan historical tour with Kalimantan Tour Guide. Contact us at + 62 82151972860","6","318236127","424","https://media-cdn.tripadvisor.com/media/photo-o/12/f7/e5/df/dahor-heritage-balikpapan.jpg","640","364","https://media-cdn.tripadvisor.com/media/photo-s/12/f7/e5/df/dahor-heritage-balikpapan.jpg","550","424","https://media-cdn.tripadvisor.com/media/photo-o/12/f7/e5/df/dahor-heritage-balikpapan.jpg","640","150","https://media-cdn.tripadvisor.com/media/photo-l/12/f7/e5/df/dahor-heritage-balikpapan.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/12/f7/e5/df/dahor-heritage-balikpapan.jpg","50","true","2018-05-16T18:05:26-0400","2018-05-16T18:05:26-0400",,"0","user",,"default","No. 26 dari 39 hal yang dapat dilakukan di Balikpapan","attraction","39","Balikpapan","317100","26","No. 26 dari 39 hal yang dapat dilakukan di Balikpapan","3.5","2.752833604812622","49","Museum",,,,,,,,,,,"No. 26 dari 39 hal yang dapat dilakukan di Balikpapan","30","Museum Sejarah",,,,,,,,,,,,,"Asia/Makassar","ATTRACTION","https://www.tripadvisor.co.id/Attraction_Review-g317100-d11872443-Reviews-Dahor_Heritage_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.facebook.com/dahorheritage/","https://www.tripadvisor.co.id/UserReview-g317100-d11872443-Dahor_Heritage_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html"
"Balikpapan Indonesia","Balikpapan","Indonesia",,,,"",,"317100","Balikpapan","city","Kota",,"2301802","Kalimantan Timur","province","Provinsi",,"294227","Kalimantan","region","Wilayah",,"294225","Indonesia","country","Negara","https://api.tripadvisor.com/api/internal/1.14/in/location/8613949",,"attraction","Objek Wisata","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/09/54/83/24/wehea-rainforest.jpg","false","false","false","false",,"8613949","Balikpapan, Kalimantan Timur, Kalimantan","none",,,"Hutan Wehea","7",,"Balikpapan","+62 823-7101-0777","Wehea Rainforest","0","156533540","733","https://media-cdn.tripadvisor.com/media/photo-p/09/54/83/24/wehea-rainforest.jpg","550","450","https://media-cdn.tripadvisor.com/media/photo-s/09/54/83/24/wehea-rainforest.jpg","338","1632","https://media-cdn.tripadvisor.com/media/photo-o/09/54/83/24/wehea-rainforest.jpg","1224","150","https://media-cdn.tripadvisor.com/media/photo-l/09/54/83/24/wehea-rainforest.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/09/54/83/24/wehea-rainforest.jpg","50","true","2015-10-26T03:01:20-0400","2015-10-26T03:01:20-0400",,"0","user",,"default","No. 14 dari 39 hal yang dapat dilakukan di Balikpapan","attraction","39","Balikpapan","317100","14","No. 14 dari 39 hal yang dapat dilakukan di Balikpapan","4.5","2.821503162384033","57","Wisata Alam & Taman",,,,,,,,,,,"No. 14 dari 39 hal yang dapat dilakukan di Balikpapan","57","Hutan",,,,,,,,,,,,,"Asia/Makassar","ATTRACTION","https://www.tripadvisor.co.id/Attraction_Review-g317100-d8613949-Reviews-Wehea_Rainforest-Balikpapan_East_Kalimantan_Kalimantan.html","http://eastborneotrekker.blogspot.com","https://www.tripadvisor.co.id/UserReview-g317100-d8613949-Wehea_Rainforest-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Jend. Sudirman, Balikpapan 76114 Indonesia","Balikpapan","Indonesia","76114",,"Jl. Jend. Sudirman","",,"317100","Balikpapan","city","Kota",,"2301802","Kalimantan Timur","province","Provinsi",,"294227","Kalimantan","region","Wilayah",,"294225","Indonesia","country","Negara","https://api.tripadvisor.com/api/internal/1.14/in/location/13568375",,"attraction","Objek Wisata","",,,"as.indonesia.borneo","info@aquaboombsb.com","Asia/Makassar","1140","540","1080","600","1080","600","1080","600","1080","600","1080","600","1140","540","https://media-cdn.tripadvisor.com/media/photo-o/12/22/a2/2b/getlstd-property-photo.jpg","false","false","false","false","-1.274586","13568375","Balikpapan, Kalimantan Timur, Kalimantan","none","116.85716",,"Aquaboom Waterpark","4","Sekarang Tutup","Balikpapan","+62 542 8703888","getlstd_property_photo","0","304259627","683","https://media-cdn.tripadvisor.com/media/photo-w/12/22/a2/2b/getlstd-property-photo.jpg","1024","367","https://media-cdn.tripadvisor.com/media/photo-s/12/22/a2/2b/getlstd-property-photo.jpg","550","2000","https://media-cdn.tripadvisor.com/media/photo-o/12/22/a2/2b/getlstd-property-photo.jpg","3000","150","https://media-cdn.tripadvisor.com/media/photo-l/12/22/a2/2b/getlstd-property-photo.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/12/22/a2/2b/getlstd-property-photo.jpg","50","true","2018-02-23T01:24:23-0500","2018-02-23T01:24:23-0500",,,,,"default","No. 31 dari 39 hal yang dapat dilakukan di Balikpapan","attraction","39","Balikpapan","317100","31","No. 31 dari 39 hal yang dapat dilakukan di Balikpapan","3.0","2.7301669120788574","52","Taman Air & Taman Hiburan",,,,,,,,,,,"No. 31 dari 39 hal yang dapat dilakukan di Balikpapan","118","Taman Air",,,,,,,,,,,,,"Asia/Makassar","ATTRACTION","https://www.tripadvisor.co.id/Attraction_Review-g317100-d13568375-Reviews-Aquaboom_Waterpark-Balikpapan_East_Kalimantan_Kalimantan.html","http://aquaboombsb.com","https://www.tripadvisor.co.id/UserReview-g317100-d13568375-Aquaboom_Waterpark-Balikpapan_East_Kalimantan_Kalimantan.html"
"Kpg. Pelayaran, Balikpapan 76111 Indonesia","Balikpapan","Indonesia","76111",,"Kpg. Pelayaran","",,"317100","Balikpapan","city","Kota",,"2301802","Kalimantan Timur","province","Provinsi",,"294227","Kalimantan","region","Wilayah",,"294225","Indonesia","country","Negara","https://api.tripadvisor.com/api/internal/1.14/in/location/7396521",,"attraction","Objek Wisata","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/07/34/ec/9c/the-view-from-the-top.jpg","false","false","false","false","-1.27416","7396521","Balikpapan, Kalimantan Timur, Kalimantan","none","116.80991",,"Mercusuar Tukong Hill","11",,"Balikpapan","+62 821-5197-2860","The view from the top","2","120908956","413","https://media-cdn.tripadvisor.com/media/photo-s/07/34/ec/9c/the-view-from-the-top.jpg","550","188","https://media-cdn.tripadvisor.com/media/photo-f/07/34/ec/9c/the-view-from-the-top.jpg","250","1536","https://media-cdn.tripadvisor.com/media/photo-o/07/34/ec/9c/the-view-from-the-top.jpg","2048","150","https://media-cdn.tripadvisor.com/media/photo-l/07/34/ec/9c/the-view-from-the-top.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/07/34/ec/9c/the-view-from-the-top.jpg","50","false","2015-01-20T03:01:54-0500","2015-01-16T03:25:44-0500",,"0","user",,"default","No. 24 dari 39 hal yang dapat dilakukan di Balikpapan","attraction","39","Balikpapan","317100","24","No. 24 dari 39 hal yang dapat dilakukan di Balikpapan","3.5","2.7619590759277344","47","Pemandangan & Tengara",,,,,,,,,,,"No. 24 dari 39 hal yang dapat dilakukan di Balikpapan","22","Mercusuar",,,,,,,,,,,,,"Asia/Makassar","ATTRACTION","https://www.tripadvisor.co.id/Attraction_Review-g317100-d7396521-Reviews-Tukong_Hill_Lighthouse-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.kalimantantourguide.com","https://www.tripadvisor.co.id/UserReview-g317100-d7396521-Tukong_Hill_Lighthouse-Balikpapan_East_Kalimantan_Kalimantan.html"
"Balikpapan 75271 Indonesia","Balikpapan","Indonesia","75271",,,"",,"317100","Balikpapan","city","Kota",,"2301802","Kalimantan Timur","province","Provinsi",,"294227","Kalimantan","region","Wilayah",,"294225","Indonesia","country","Negara","https://api.tripadvisor.com/api/internal/1.14/in/location/12396159",,"attraction","Objek Wisata","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/12/e0/be/d8/20180505-104841-largejpg.jpg","false","false","false","false",,"12396159","Balikpapan, Kalimantan Timur, Kalimantan","none",,,"Bangkirai Bridge","2",,"Balikpapan",,"","0","316718808","733","https://media-cdn.tripadvisor.com/media/photo-p/12/e0/be/d8/20180505-104841-largejpg.jpg","550","450","https://media-cdn.tripadvisor.com/media/photo-s/12/e0/be/d8/20180505-104841-largejpg.jpg","338","1088","https://media-cdn.tripadvisor.com/media/photo-o/12/e0/be/d8/20180505-104841-largejpg.jpg","816","150","https://media-cdn.tripadvisor.com/media/photo-l/12/e0/be/d8/20180505-104841-largejpg.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/12/e0/be/d8/20180505-104841-largejpg.jpg","50","false","2018-05-07T12:57:31-0400","2018-05-07T12:57:31-0400",,"0","user",,"default","No. 29 dari 39 hal yang dapat dilakukan di Balikpapan","attraction","39","Balikpapan","317100","29","No. 29 dari 39 hal yang dapat dilakukan di Balikpapan","3.5","2.7416224479675293","47","Pemandangan & Tengara",,,,,,,,,,,"No. 29 dari 39 hal yang dapat dilakukan di Balikpapan","5","Jembatan","39","Dek & Menara Observasi",,,,,,,,,,,"Asia/Makassar","ATTRACTION","https://www.tripadvisor.co.id/Attraction_Review-g317100-d12396159-Reviews-Bangkirai_Bridge-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.co.id/UserReview-g317100-d12396159-Bangkirai_Bridge-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. SMP n samarinda sebrang, Balikpapan Indonesia","Balikpapan","Indonesia",,,"Jl. SMP n samarinda sebrang","",,"317100","Balikpapan","city","Kota",,"2301802","Kalimantan Timur","province","Provinsi",,"294227","Kalimantan","region","Wilayah",,"294225","Indonesia","country","Negara","https://api.tripadvisor.com/api/internal/1.14/in/location/15654435",,"attraction","Objek Wisata","",,,"as.indonesia.borneo","info@borneo-ecoadventure.com",,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/15/d4/b5/2e/kutai-national-park.jpg","false","false","false","false",,"15654435","Balikpapan, Kalimantan Timur, Kalimantan","tour_operator",,,"Borneo Eco Adventure","9",,"Balikpapan","+62 821-1009-4658","Kutai National Park","1","366261550","413","https://media-cdn.tripadvisor.com/media/photo-s/15/d4/b5/2e/kutai-national-park.jpg","550","188","https://media-cdn.tripadvisor.com/media/photo-f/15/d4/b5/2e/kutai-national-park.jpg","250","541","https://media-cdn.tripadvisor.com/media/photo-o/15/d4/b5/2e/kutai-national-park.jpg","720","150","https://media-cdn.tripadvisor.com/media/photo-l/15/d4/b5/2e/kutai-national-park.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/15/d4/b5/2e/kutai-national-park.jpg","50","true","2018-12-24T07:42:39-0500","2018-12-24T07:42:39-0500",,"0","user",,"default","No. 2 dari 13 Tur di Balikpapan","attraction","13","Balikpapan","317100","2","No. 2 dari 13 Tur di Balikpapan","5.0","2.9435930252075195","42","Tur","61","Aktivitas Luar Ruangan",,,,,,,,,"No. 2 dari 13 Tur di Balikpapan","288","Tur Beberapa Hari","216","Tur Ekologi","235","Tur Pribadi","220","Tur Wisata Alam & Margasatwa","219","Tur Naik Gunung & Berkemah",,,,,"Asia/Makassar","ATTRACTION","https://www.tripadvisor.co.id/Attraction_Review-g317100-d15654435-Reviews-Borneo_Eco_Adventure-Balikpapan_East_Kalimantan_Kalimantan.html","http://borneo-ecoadventure.com","https://www.tripadvisor.co.id/UserReview-g317100-d15654435-Borneo_Eco_Adventure-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Jendral Sudirman no. 1 Klandasan Ilir, Balikpapan 76113 Indonesia","Balikpapan","Indonesia","76113",,"Jl. Jendral Sudirman no. 1","Klandasan Ilir",,"317100","Balikpapan","city","Kota",,"2301802","Kalimantan Timur","province","Provinsi",,"294227","Kalimantan","region","Wilayah",,"294225","Indonesia","country","Negara","https://api.tripadvisor.com/api/internal/1.14/in/location/4216244",,"attraction","Objek Wisata","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/04/65/9a/0f/balikpapan-plaza.jpg","false","false","false","false","-1.277929","4216244","Balikpapan, Kalimantan Timur, Kalimantan","none","116.82593",,"Balikpapan Plaza Shopping Center","127",,"Balikpapan","+62 542 735272","Balikpapan Plaza","4","73767439","550","https://media-cdn.tripadvisor.com/media/photo-o/04/65/9a/0f/balikpapan-plaza.jpg","412","450","https://media-cdn.tripadvisor.com/media/photo-s/04/65/9a/0f/balikpapan-plaza.jpg","337","550","https://media-cdn.tripadvisor.com/media/photo-o/04/65/9a/0f/balikpapan-plaza.jpg","412","150","https://media-cdn.tripadvisor.com/media/photo-l/04/65/9a/0f/balikpapan-plaza.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/04/65/9a/0f/balikpapan-plaza.jpg","50","true","2013-08-22T16:56:12-0400","2013-08-20T17:58:46-0400",,"0","user",,"default","No. 3 dari 10 Tempat Belanja di Balikpapan","attraction","10","Balikpapan","317100","3","No. 3 dari 10 Tempat Belanja di Balikpapan","4.0","3.1612045764923096","26","Tempat Belanja",,,,,,,,,,,"No. 3 dari 10 Tempat Belanja di Balikpapan","144","Toko Khusus & Hadiah",,,,,,,,,,,,,"Asia/Makassar","ATTRACTION","https://www.tripadvisor.co.id/Attraction_Review-g317100-d4216244-Reviews-Balikpapan_Plaza_Shopping_Center-Balikpapan_East_Kalimantan_Kalimantan.html","http://plaza-balikpapan.com","https://www.tripadvisor.co.id/UserReview-g317100-d4216244-Balikpapan_Plaza_Shopping_Center-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Ruhui Rahayu no. 358, Balikpapan 76114 Indonesia","Balikpapan","Indonesia","76114",,"Jl. Ruhui Rahayu no. 358","",,"317100","Balikpapan","city","Kota",,"2301802","Kalimantan Timur","province","Provinsi",,"294227","Kalimantan","region","Wilayah",,"294225","Indonesia","country","Negara","https://api.tripadvisor.com/api/internal/1.14/in/location/11998131",,"attraction","Objek Wisata","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,,"false","false","false","false","-1.24209","11998131","Balikpapan, Kalimantan Timur, Kalimantan","none","116.88087",,"Waterpark Griya Permata Asri","1",,"Balikpapan","+62 542 7202107",,,,,,,,,,,,,,,,,,,,,,,,,,"default","No. 32 dari 39 hal yang dapat dilakukan di Balikpapan","attraction","39","Balikpapan","317100","32","No. 32 dari 39 hal yang dapat dilakukan di Balikpapan","3.0","2.7300000190734863","52","Taman Air & Taman Hiburan",,,,,,,,,,,"No. 32 dari 39 hal yang dapat dilakukan di Balikpapan","118","Taman Air",,,,,,,,,,,,,"Asia/Makassar","ATTRACTION","https://www.tripadvisor.co.id/Attraction_Review-g317100-d11998131-Reviews-Waterpark_Griya_Permata_Asri-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.griyapermataasri.com/waterpark.html","https://www.tripadvisor.co.id/UserReview-g317100-d11998131-Waterpark_Griya_Permata_Asri-Balikpapan_East_Kalimantan_Kalimantan.html"
