"address","address_obj/city","address_obj/country","address_obj/postalcode","address_obj/state","address_obj/street1","address_obj/street2","ancestors/0/abbrv","ancestors/0/location_id","ancestors/0/name","ancestors/0/subcategory/0/key","ancestors/0/subcategory/0/name","ancestors/1/abbrv","ancestors/1/location_id","ancestors/1/name","ancestors/1/subcategory/0/key","ancestors/1/subcategory/0/name","ancestors/2/abbrv","ancestors/2/location_id","ancestors/2/name","ancestors/2/subcategory/0/key","ancestors/2/subcategory/0/name","ancestors/3/abbrv","ancestors/3/location_id","ancestors/3/name","ancestors/3/subcategory/0/key","ancestors/3/subcategory/0/name","animal_welfare_tag/education_portal_url","animal_welfare_tag/learn_more_text","animal_welfare_tag/msg_body","animal_welfare_tag/msg_header","animal_welfare_tag/tag_text","api_detail_url","bearing","booking/provider","booking/url","category/key","category/name","description","distance","distance_string","doubleclick_zone","email","hours/timezone","hours/week_ranges/0/0/close_time","hours/week_ranges/0/0/open_time","hours/week_ranges/1/0/close_time","hours/week_ranges/1/0/open_time","hours/week_ranges/2/0/close_time","hours/week_ranges/2/0/open_time","hours/week_ranges/3/0/close_time","hours/week_ranges/3/0/open_time","hours/week_ranges/4/0/close_time","hours/week_ranges/4/0/open_time","hours/week_ranges/5/0/close_time","hours/week_ranges/5/0/open_time","hours/week_ranges/6/0/close_time","hours/week_ranges/6/0/open_time","image","is_candidate_for_contact_info_suppression","is_closed","is_jfy_enabled","is_long_closed","latitude","location_id","location_string","location_subtype","longitude","machine_translated","name","num_reviews","offer_group/has_see_all_url","offer_group/is_eligible_for_ap_list","offer_group/lowest_price","offer_group/offer_list/0/description","offer_group/offer_list/0/image_url","offer_group/offer_list/0/offer_type","offer_group/offer_list/0/partner","offer_group/offer_list/0/price","offer_group/offer_list/0/primary_category","offer_group/offer_list/0/product_code","offer_group/offer_list/0/rounded_up_price","offer_group/offer_list/0/title","offer_group/offer_list/0/url","open_now_text","parent_display_name","phone","photo/caption","photo/helpful_votes","photo/id","photo/images/large/height","photo/images/large/url","photo/images/large/width","photo/images/medium/height","photo/images/medium/url","photo/images/medium/width","photo/images/original/height","photo/images/original/url","photo/images/original/width","photo/images/small/height","photo/images/small/url","photo/images/small/width","photo/images/thumbnail/height","photo/images/thumbnail/url","photo/images/thumbnail/width","photo/is_blessed","photo/published_date","photo/uploaded_date","photo/user","photo/user/member_id","photo/user/type","photo/user/user_id","preferred_map_engine","ranking","ranking_category","ranking_denominator","ranking_geo","ranking_geo_id","ranking_position","ranking_subcategory","rating","raw_ranking","subcategory/0/key","subcategory/0/name","subcategory/1/key","subcategory/1/name","subcategory/2/key","subcategory/2/name","subcategory/3/key","subcategory/3/name","subcategory/4/key","subcategory/4/name","subcategory/5/key","subcategory/5/name","subcategory_ranking","subtype/0/key","subtype/0/name","subtype/1/key","subtype/1/name","subtype/2/key","subtype/2/name","subtype/3/key","subtype/3/name","subtype/4/key","subtype/4/name","subtype/5/key","subtype/5/name","subtype/6/key","subtype/6/name","tags/animal_welfare_tag/education_portal_url","tags/animal_welfare_tag/learn_more_text","tags/animal_welfare_tag/msg_body","tags/animal_welfare_tag/msg_header","tags/animal_welfare_tag/tag_text","timezone","translation_vendor","type","web_url","website","write_review"
"Jl. Jend. Sudirman, Balikpapan 76114 Indonesia","Balikpapan","Indonesia","76114",,"Jl. Jend. Sudirman",,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/13568375",,,,"attraction","Attraction","Aquaboom Waterpark is a water recreation park in the city of Balikpapan which is known for its uniqueness because it is the only water park located at the 7th floor of Astara Hotel in Indonesia. Aquaboom Waterpark has a wide range of water rides and complete facilities like cabana, locker, and foodcourt that will surely make visitors feel comfortable. Aquaboom has a strategic location which is in",,,"as.indonesia.borneo","info@aquaboombsb.com","Asia/Makassar","1140","540","1080","600","1080","600","1080","600","1080","600","1080","600","1140","540","https://media-cdn.tripadvisor.com/media/photo-o/12/22/a2/2b/getlstd-property-photo.jpg","false","false","false","false","-1.274586","13568375","Balikpapan, East Kalimantan, Kalimantan","none","116.85716",,"Aquaboom Waterpark","4",,,,,,,,,,,,,,"Closed Now","Balikpapan","+62 542 8703888","getlstd_property_photo","0","304259627","683","https://media-cdn.tripadvisor.com/media/photo-w/12/22/a2/2b/getlstd-property-photo.jpg","1024","367","https://media-cdn.tripadvisor.com/media/photo-s/12/22/a2/2b/getlstd-property-photo.jpg","550","2000","https://media-cdn.tripadvisor.com/media/photo-o/12/22/a2/2b/getlstd-property-photo.jpg","3000","150","https://media-cdn.tripadvisor.com/media/photo-l/12/22/a2/2b/getlstd-property-photo.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/12/22/a2/2b/getlstd-property-photo.jpg","50","true","2018-02-23T01:24:23-0500","2018-02-23T01:24:23-0500",,,,,"default","#31 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","31","#31 of 39 things to do in Balikpapan","3.0","2.7301669120788574","52","Water & Amusement Parks",,,,,,,,,,,"#31 of 39 things to do in Balikpapan","118","Water Parks",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d13568375-Reviews-Aquaboom_Waterpark-Balikpapan_East_Kalimantan_Kalimantan.html","http://aquaboombsb.com","https://www.tripadvisor.com/UserReview-g317100-d13568375-Aquaboom_Waterpark-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jln. Mulawarman, Balikpapan 76115 Indonesia","Balikpapan","Indonesia","76115",,"Jln. Mulawarman",,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/7725302",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0b/d2/b7/ce/the-beach-in-front-of.jpg","false","false","false","false","-1.25528","7725302","Balikpapan, East Kalimantan, Kalimantan","none","116.92601",,"Japan-Lamaru Tomb","11",,,,,,,,,,,,,,,"Balikpapan",,"The beach in front of the japanese cemetery in lamaru balikpapan","0","198358990","412","https://media-cdn.tripadvisor.com/media/photo-s/0b/d2/b7/ce/the-beach-in-front-of.jpg","550","188","https://media-cdn.tripadvisor.com/media/photo-f/0b/d2/b7/ce/the-beach-in-front-of.jpg","250","756","https://media-cdn.tripadvisor.com/media/photo-o/0b/d2/b7/ce/the-beach-in-front-of.jpg","1008","150","https://media-cdn.tripadvisor.com/media/photo-l/0b/d2/b7/ce/the-beach-in-front-of.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/0b/d2/b7/ce/the-beach-in-front-of.jpg","50","false","2016-07-02T12:02:25-0400","2016-07-02T12:02:25-0400",,"0","user",,"default","#21 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","21","#21 of 39 things to do in Balikpapan","3.5","2.7693662643432617","47","Sights & Landmarks",,,,,,,,,,,"#21 of 39 things to do in Balikpapan","7","Cemeteries",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d7725302-Reviews-Japan_Lamaru_Tomb-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.com/UserReview-g317100-d7725302-Japan_Lamaru_Tomb-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Dahor III, Balikpapan 70114 Indonesia","Balikpapan","Indonesia","70114",,"Jl. Dahor III",,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/11872443",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/12/f7/e5/df/dahor-heritage-balikpapan.jpg","false","false","false","false","-1.239463","11872443","Balikpapan, East Kalimantan, Kalimantan","none","116.82982",,"Dahor Heritage Balikpapan","3",,,,,,,,,,,,,,,"Balikpapan","+62 821-4941-7700","Dahor Heritage Balikpapan, Balikpapan historical tour with Kalimantan Tour Guide. Contact us at + 62 82151972860","6","318236127","424","https://media-cdn.tripadvisor.com/media/photo-o/12/f7/e5/df/dahor-heritage-balikpapan.jpg","640","364","https://media-cdn.tripadvisor.com/media/photo-s/12/f7/e5/df/dahor-heritage-balikpapan.jpg","550","424","https://media-cdn.tripadvisor.com/media/photo-o/12/f7/e5/df/dahor-heritage-balikpapan.jpg","640","150","https://media-cdn.tripadvisor.com/media/photo-l/12/f7/e5/df/dahor-heritage-balikpapan.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/12/f7/e5/df/dahor-heritage-balikpapan.jpg","50","true","2018-05-16T18:05:26-0400","2018-05-16T18:05:26-0400",,"0","user",,"default","#26 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","26","#26 of 39 things to do in Balikpapan","3.5","2.752833604812622","49","Museums",,,,,,,,,,,"#26 of 39 things to do in Balikpapan","30","History Museums",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d11872443-Reviews-Dahor_Heritage_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.facebook.com/dahorheritage/","https://www.tripadvisor.com/UserReview-g317100-d11872443-Dahor_Heritage_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jln. Mulawarman, Balikpapan 76115 Indonesia","Balikpapan","Indonesia","76115",,"Jln. Mulawarman",,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/8129458",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/07/fc/45/a0/pandangan-di-kejauhan.jpg","false","false","false","false","-1.25528","8129458","Balikpapan, East Kalimantan, Kalimantan","none","116.92601",,"Alpha Hill","8",,,,,,,,,,,,,,,"Balikpapan",,"Pandangan di kejauhan","0","133973408","411","https://media-cdn.tripadvisor.com/media/photo-s/07/fc/45/a0/pandangan-di-kejauhan.jpg","550","187","https://media-cdn.tripadvisor.com/media/photo-f/07/fc/45/a0/pandangan-di-kejauhan.jpg","250","603","https://media-cdn.tripadvisor.com/media/photo-o/07/fc/45/a0/pandangan-di-kejauhan.jpg","805","150","https://media-cdn.tripadvisor.com/media/photo-l/07/fc/45/a0/pandangan-di-kejauhan.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/07/fc/45/a0/pandangan-di-kejauhan.jpg","50","false","2015-05-28T15:04:23-0400","2015-05-28T15:04:23-0400",,"0","user",,"default","#25 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","25","#25 of 39 things to do in Balikpapan","3.5","2.7543416023254395","57","Nature & Parks","61","Outdoor Activities",,,,,,,,,"#25 of 39 things to do in Balikpapan","87","Hiking Trails","83","Biking Trails",,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d8129458-Reviews-Alpha_Hill-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.com/UserReview-g317100-d8129458-Alpha_Hill-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Jenderal Sudirman Pasar Baru, Balikpapan 76113 Indonesia","Balikpapan","Indonesia","76113",,"Jl. Jenderal Sudirman","Pasar Baru",,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/12799944",,,,"attraction","Attraction","Brand New Lifestyle Mall with many experiences of tenants, events, photo' spots, and many more. Connected with 4 stars Swiss-Belhotel. Subsidiary of PT. PP Properti, Tbk.",,,"as.indonesia.borneo","contact@bosmall.id","Asia/Makassar","1320","600","1320","600","1320","600","1320","600","1320","600","1320","600","1320","600","https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/03/a3/c6/i-am-bos-balikpapan.jpg","false","false","false","false","-1.277424","12799944","Balikpapan, East Kalimantan, Kalimantan","none","116.84152",,"Balikpapan Ocean Square","4",,,,,,,,,,,,,,"Closed Now","Balikpapan","+62 542 737888","I AM BOS Balikpapan","1","436446150","683","https://media-cdn.tripadvisor.com/media/photo-w/1a/03/a3/c6/i-am-bos-balikpapan.jpg","1024","367","https://media-cdn.tripadvisor.com/media/photo-s/1a/03/a3/c6/i-am-bos-balikpapan.jpg","550","854","https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/03/a3/c6/i-am-bos-balikpapan.jpg","1280","150","https://media-cdn.tripadvisor.com/media/photo-l/1a/03/a3/c6/i-am-bos-balikpapan.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/1a/03/a3/c6/i-am-bos-balikpapan.jpg","50","true","2019-11-13T04:11:33-0500","2019-11-13T04:11:33-0500",,"0","user",,"default","#23 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","23","#23 of 39 things to do in Balikpapan","4.0","2.7675132751464844","26","Shopping",,,,,,,,,,,"#23 of 39 things to do in Balikpapan","143","Shopping Malls",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d12799944-Reviews-Balikpapan_Ocean_Square-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.bosmall.id/","https://www.tripadvisor.com/UserReview-g317100-d12799944-Balikpapan_Ocean_Square-Balikpapan_East_Kalimantan_Kalimantan.html"
"Teritip, Balikpapan 76118 Indonesia","Balikpapan","Indonesia","76118",,"Teritip",,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/16882364",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/16/f4/51/85/one-of-the-hidden-beach.jpg","false","false","false","false",,"16882364","Balikpapan, East Kalimantan, Kalimantan","none",,,"Setapak Beach","1",,,,,,,,,,,,,,,"Balikpapan",,"One of the hidden beach in Balikpapan, the location is far from the center of Bpp city. Nice view and paradise for landscapers photography","1","385110405","652","https://media-cdn.tripadvisor.com/media/photo-o/16/f4/51/85/one-of-the-hidden-beach.jpg","979","366","https://media-cdn.tripadvisor.com/media/photo-s/16/f4/51/85/one-of-the-hidden-beach.jpg","550","652","https://media-cdn.tripadvisor.com/media/photo-o/16/f4/51/85/one-of-the-hidden-beach.jpg","979","150","https://media-cdn.tripadvisor.com/media/photo-l/16/f4/51/85/one-of-the-hidden-beach.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/16/f4/51/85/one-of-the-hidden-beach.jpg","50","false","2019-03-27T06:18:23-0400","2019-03-27T06:18:23-0400",,"0","user",,"default","#28 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","28","#28 of 39 things to do in Balikpapan","4.0","2.743185043334961","57","Nature & Parks","61","Outdoor Activities",,,,,,,,,"#28 of 39 things to do in Balikpapan","52","Beaches",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d16882364-Reviews-Setapak_Beach-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.com/UserReview-g317100-d16882364-Setapak_Beach-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Jenderal Sudirman, Balikpapan 76111 Indonesia","Balikpapan","Indonesia","76111",,"Jl. Jenderal Sudirman",,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/12063622",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/10/e9/de/97/sore-hari-di-lapangan.jpg","false","false","false","false",,"12063622","Balikpapan, East Kalimantan, Kalimantan","none",,,"Merdeka Square","8",,,,,,,,,,,,,,,"Balikpapan",,"sore hari di lapangan merdeka","0","283762327","596","https://media-cdn.tripadvisor.com/media/photo-o/10/e9/de/97/sore-hari-di-lapangan.jpg","424","450","https://media-cdn.tripadvisor.com/media/photo-s/10/e9/de/97/sore-hari-di-lapangan.jpg","320","596","https://media-cdn.tripadvisor.com/media/photo-o/10/e9/de/97/sore-hari-di-lapangan.jpg","424","205","https://media-cdn.tripadvisor.com/media/photo-f/10/e9/de/97/sore-hari-di-lapangan.jpg","146","50","https://media-cdn.tripadvisor.com/media/photo-t/10/e9/de/97/sore-hari-di-lapangan.jpg","50","true","2017-10-13T05:10:13-0400","2017-10-08T22:35:27-0400",,"0","user",,"default","#15 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","15","#15 of 39 things to do in Balikpapan","4.0","2.8133151531219482","57","Nature & Parks","61","Outdoor Activities",,,,,,,,,"#15 of 39 things to do in Balikpapan","70","Parks","83","Biking Trails","63","Jogging Paths & Tracks",,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d12063622-Reviews-Merdeka_Square-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.com/UserReview-g317100-d12063622-Merdeka_Square-Balikpapan_East_Kalimantan_Kalimantan.html"
"Balikpapan Indonesia","Balikpapan","Indonesia",,,,,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/8613949",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/09/54/83/24/wehea-rainforest.jpg","false","false","false","false",,"8613949","Balikpapan, East Kalimantan, Kalimantan","none",,,"Wehea Rainforest","7",,,,,,,,,,,,,,,"Balikpapan","+62 823-7101-0777","Wehea Rainforest","0","156533540","733","https://media-cdn.tripadvisor.com/media/photo-p/09/54/83/24/wehea-rainforest.jpg","550","450","https://media-cdn.tripadvisor.com/media/photo-s/09/54/83/24/wehea-rainforest.jpg","338","1632","https://media-cdn.tripadvisor.com/media/photo-o/09/54/83/24/wehea-rainforest.jpg","1224","150","https://media-cdn.tripadvisor.com/media/photo-l/09/54/83/24/wehea-rainforest.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/09/54/83/24/wehea-rainforest.jpg","50","true","2015-10-26T03:01:20-0400","2015-10-26T03:01:20-0400",,"0","user",,"default","#14 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","14","#14 of 39 things to do in Balikpapan","4.5","2.821503162384033","57","Nature & Parks",,,,,,,,,,,"#14 of 39 things to do in Balikpapan","57","Forests",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d8613949-Reviews-Wehea_Rainforest-Balikpapan_East_Kalimantan_Kalimantan.html","http://eastborneotrekker.blogspot.com","https://www.tripadvisor.com/UserReview-g317100-d8613949-Wehea_Rainforest-Balikpapan_East_Kalimantan_Kalimantan.html"
"Balikpapan Indonesia","Balikpapan","Indonesia",,,,,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/12199889",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,,"false","false","false","false",,"12199889","Balikpapan, East Kalimantan, Kalimantan","none",,,"Manggar Landfill Edutourism","1",,,,,,,,,,,,,,,"Balikpapan",,,,,,,,,,,,,,,,,,,,,,,,,,,"default","#30 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","30","#30 of 39 things to do in Balikpapan","4.0","2.739976406097412","47","Sights & Landmarks",,,,,,,,,,,"#30 of 39 things to do in Balikpapan","163","Points of Interest & Landmarks",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d12199889-Reviews-Manggar_Landfill_Edutourism-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.com/UserReview-g317100-d12199889-Manggar_Landfill_Edutourism-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Ruhui Rahayu no. 358, Balikpapan 76114 Indonesia","Balikpapan","Indonesia","76114",,"Jl. Ruhui Rahayu no. 358",,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/11998131",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,,"false","false","false","false","-1.24209","11998131","Balikpapan, East Kalimantan, Kalimantan","none","116.88087",,"Waterpark Griya Permata Asri","1",,,,,,,,,,,,,,,"Balikpapan","+62 542 7202107",,,,,,,,,,,,,,,,,,,,,,,,,,"default","#32 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","32","#32 of 39 things to do in Balikpapan","3.0","2.7300000190734863","52","Water & Amusement Parks",,,,,,,,,,,"#32 of 39 things to do in Balikpapan","118","Water Parks",,,,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d11998131-Reviews-Waterpark_Griya_Permata_Asri-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.griyapermataasri.com/waterpark.html","https://www.tripadvisor.com/UserReview-g317100-d11998131-Waterpark_Griya_Permata_Asri-Balikpapan_East_Kalimantan_Kalimantan.html"
"Balikpapan 75271 Indonesia","Balikpapan","Indonesia","75271",,,,,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/12396159",,,,"attraction","Attraction","",,,"as.indonesia.borneo",,,,,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/12/e0/be/d8/20180505-104841-largejpg.jpg","false","false","false","false",,"12396159","Balikpapan, East Kalimantan, Kalimantan","none",,,"Bangkirai Bridge","2",,,,,,,,,,,,,,,"Balikpapan",,"","0","316718808","733","https://media-cdn.tripadvisor.com/media/photo-p/12/e0/be/d8/20180505-104841-largejpg.jpg","550","450","https://media-cdn.tripadvisor.com/media/photo-s/12/e0/be/d8/20180505-104841-largejpg.jpg","338","1088","https://media-cdn.tripadvisor.com/media/photo-o/12/e0/be/d8/20180505-104841-largejpg.jpg","816","150","https://media-cdn.tripadvisor.com/media/photo-l/12/e0/be/d8/20180505-104841-largejpg.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/12/e0/be/d8/20180505-104841-largejpg.jpg","50","false","2018-05-07T12:57:31-0400","2018-05-07T12:57:31-0400",,"0","user",,"default","#29 of 39 things to do in Balikpapan","attraction","39","Balikpapan","317100","29","#29 of 39 things to do in Balikpapan","3.5","2.7416224479675293","47","Sights & Landmarks",,,,,,,,,,,"#29 of 39 things to do in Balikpapan","5","Bridges","39","Observation Decks & Towers",,,,,,,,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d12396159-Reviews-Bangkirai_Bridge-Balikpapan_East_Kalimantan_Kalimantan.html",,"https://www.tripadvisor.com/UserReview-g317100-d12396159-Bangkirai_Bridge-Balikpapan_East_Kalimantan_Kalimantan.html"
"Jl. Siaga No 28 Rt.26. Kelurahan Damai, Balikpapan 76114 Indonesia","Balikpapan","Indonesia","76114",,"Jl. Siaga No 28 Rt.26.","Kelurahan Damai",,"317100","Balikpapan","city","City",,"2301802","East Kalimantan","province","Province",,"294227","Kalimantan","region","Region",,"294225","Indonesia","country","Country",,,,,,"https://api.tripadvisor.com/api/internal/1.14/location/10538045",,,,"attraction","Attraction","Kalimantan Tour Guide provide adventure, wildlife and culture tour for Borneo Island, Indonesia. Your request will be handled by the REAL FIRST HAND experienced tour guide from the very beginning. With taking tour with us you also contribute and help the environment and adding income for local people especially some locals who concern to our nature and wildlife.",,,"as.indonesia.borneo","nilawarti@gmail.com","Asia/Makassar","1439","0","1439","0","1439","0","1439","0","1439","0","1439","0","1439","0","https://media-cdn.tripadvisor.com/media/photo-o/12/27/a7/d8/male-orangutan-trip-with.jpg","false","false","false","false","-1.267115","10538045","Balikpapan, East Kalimantan, Kalimantan","tour_operator","116.8563",,"Kalimantan Tour Guide","52",,,,,,,,,,,,,,"Open Now","Balikpapan","+62 821-5197-2860","Male orangutan, trip by guide Nila Warti. www.borneotourguide.comContact us at + 62 82151972860 ","6","304588760","530","https://media-cdn.tripadvisor.com/media/photo-o/12/27/a7/d8/male-orangutan-trip-with.jpg","800","364","https://media-cdn.tripadvisor.com/media/photo-s/12/27/a7/d8/male-orangutan-trip-with.jpg","550","530","https://media-cdn.tripadvisor.com/media/photo-o/12/27/a7/d8/male-orangutan-trip-with.jpg","800","150","https://media-cdn.tripadvisor.com/media/photo-l/12/27/a7/d8/male-orangutan-trip-with.jpg","150","50","https://media-cdn.tripadvisor.com/media/photo-t/12/27/a7/d8/male-orangutan-trip-with.jpg","50","true","2018-02-25T03:52:08-0500","2018-02-25T03:52:08-0500",,"0","user",,"default","#1 of 13 Tours in Balikpapan","attraction","13","Balikpapan","317100","1","#1 of 13 Tours in Balikpapan","5.0","3.630654811859131","42","Tours","55","Boat Tours & Water Sports","61","Outdoor Activities",,,,,,,"#1 of 13 Tours in Balikpapan","224","City Tours","225","Cultural Tours","167","Boat Tours","235","Private Tours","220","Nature & Wildlife Tours",,,,,,,,,,"Asia/Makassar",,"ATTRACTION","https://www.tripadvisor.com/Attraction_Review-g317100-d10538045-Reviews-Kalimantan_Tour_Guide-Balikpapan_East_Kalimantan_Kalimantan.html","http://kalimantantourguide.com/","https://www.tripadvisor.com/UserReview-g317100-d10538045-Kalimantan_Tour_Guide-Balikpapan_East_Kalimantan_Kalimantan.html"
