"address","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","email","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","image","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","phone","priceLevel","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Jl. Jend. Sudirman No. 33 RT 049, Balikpapan 76114 Indonesia","restaurant","Asia","Pub","Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7175245","https://media-cdn.tripadvisor.com/media/photo-o/06/d4/a0/60/joy-s-beef-burger-with.jpg","false","false","-1.27531","116.86555","Joy's Bar & Restaurant","7","+62 542 760307","$$ - $$$","185","81","No. 78 dari 245 Restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d7175245-Reviews-Joy_s_Bar_Restaurant-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. MT. Haryono, Balikpapan 76114 Indonesia","restaurant","Asia","Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8549299","https://media-cdn.tripadvisor.com/media/photo-w/08/be/5c/cd/mie-jogja-pak-karso.jpg","false","false","-1.24886","116.87067","Mie Jogja Pak Karso","7",,,"185","83","No. 80 dari 245 Restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d8549299-Reviews-Mie_Jogja_Pak_Karso-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jendral Sudirman, Balikpapan 76614 Indonesia","restaurant","Italia","Cina","Asia","Indonesia",,,,,,,,,,"febri.ptbos@gmail.com","1410","540",,,"1410","540",,,"1410","540",,,"1410","540",,,"1410","540",,,"1410","540",,,"1410","540",,,"10677007","https://media-cdn.tripadvisor.com/media/photo-o/0c/92/d4/e6/jimbaran-restaurant.jpg","false","false","-1.280417","116.81834","Kemala Beach & Resto","12","+62 813-5123-5032","$","185","86","No. 83 dari 245 Restoran di Balikpapan","3.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d10677007-Reviews-Kemala_Beach_Resto-Balikpapan_East_Kalimantan_Kalimantan.html",
"Ruko Bandar Kompleks Blok E-12A Klandasan Ulu, Balikpapan 76112 Indonesia","restaurant","India",,,,,,,,,,,,,,"1350","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1350","660",,,"7825128","https://media-cdn.tripadvisor.com/media/photo-o/0a/25/be/a9/bombay-curry-house-is.jpg","false","false","-1.277978","116.83438","Bombay Curry Resto & Cafe","11","+62 542 764105","$$ - $$$","185","88","No. 85 dari 245 Restoran di Balikpapan","3.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d7825128-Reviews-Bombay_Curry_Resto_Cafe-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jenderal Sudirman No.47, Balikpapan 76114 Indonesia","restaurant","Bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7178582","https://media-cdn.tripadvisor.com/media/photo-o/06/cf/bb/66/heart-of-borneo.jpg","false","false","-1.27519","116.84593","Heart of Borneo","13","+62 853-8742-0187","$$ - $$$","185","85","No. 82 dari 245 Restoran di Balikpapan","3.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d7178582-Reviews-Heart_of_Borneo-Balikpapan_East_Kalimantan_Kalimantan.html",
"Ruko Balikpapan Baru, Balikpapan 76114 Indonesia","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8761509","https://media-cdn.tripadvisor.com/media/photo-o/0d/df/85/6c/new-shangrila.jpg","false","false","-1.2399","116.87324","New Shangrila","4",,,"185","90","No. 87 dari 245 Restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d8761509-Reviews-New_Shangrila-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl Soekarno Hatta No.1 Rapak Plaza, Balikpapan Indonesia","restaurant","Amerika",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4233761","https://media-cdn.tripadvisor.com/media/photo-o/09/89/1d/3d/kfc-plaza-rapak.jpg","false","false","-1.24132","116.83576","KFC Plaza Rapak","9","+62 542 747806",,"185","84","No. 81 dari 245 Restoran di Balikpapan","3.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d4233761-Reviews-KFC_Plaza_Rapak-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.kfcku.com/"
"Jl. MT. Haryono, Balikpapan Indonesia","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11742079","https://media-cdn.tripadvisor.com/media/photo-o/0e/50/91/4f/mtf-ieclj-108-largejpg.jpg","false","false","-1.22611","116.86778","Konro Puncak","8","+62 542 415770",,"185","82","No. 79 dari 245 Restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d11742079-Reviews-Konro_Puncak-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. MT. Haryono Samping Perumahan Citra Land, Balikpapan Indonesia","restaurant","Asia","Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10428280",,"false","false","-1.24892","116.87067","Kepala Ikan Bang Djoni","5",,"$$ - $$$","185","87","No. 84 dari 245 Restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d10428280-Reviews-Kepala_Ikan_Bang_Djoni-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. MT Haryono dekat lampu merah BDS, Balikpapan Indonesia","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16871816","https://media-cdn.tripadvisor.com/media/photo-o/18/af/7c/76/20190731-125750-largejpg.jpg","false","false","-1.25993","116.866776","Gelatopia","2",,"$","185","94","No. 91 dari 245 Restoran di Balikpapan","5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d16871816-Reviews-Gelatopia-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. Jendral Sudirman Balikpapan Superblock E. Walk Mall Lt. I, Balikpapan 76114 Indonesia","restaurant","Asia","Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8520148","https://media-cdn.tripadvisor.com/media/photo-w/08/b0/19/35/new-star-kopitiam.jpg","false","false","-1.27531","116.86555","New Star Kopitiam","8",,"$$ - $$$","185","97","No. 93 dari 245 Restoran di Balikpapan","3.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d8520148-Reviews-New_Star_Kopitiam-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Mayjend Sutoyo, Balikpapan Indonesia","restaurant","Italia",,,,,,,,,,,,,,"1380","660",,,,,,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"9792874","https://media-cdn.tripadvisor.com/media/photo-o/12/0a/27/2e/img-20171216-095208-081.jpg","false","false","-1.26298","116.84057","Primlicious Cafe","3","+62 813-1981-1150",,"185","99","No. 95 dari 245 Restoran di Balikpapan","5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d9792874-Reviews-Primlicious_Cafe-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.facebook.com/PrimliciousCafe"
"Jln. Jendral Sudirman no. 47 Balikpapan E-Walk, Balikpapan 76114 Indonesia","restaurant","Asia","Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8388298","https://media-cdn.tripadvisor.com/media/photo-o/08/4b/f7/a0/teapresso.jpg","false","false","-1.277344","116.83002","Teapresso","10",,"$$ - $$$","185","100","No. 2 dari 3 Makanan Penutup di Balikpapan","3.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d8388298-Reviews-Teapresso-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.loveteapresso.com/menu.html"
"Jln. Jendral Sudirman 18, Balikpapan 76112 Indonesia","restaurant","Makanan Laut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7653723",,"false","false","-1.277295","116.83298","Pondok Ikan Bakar Segiri","6","+62 542 410998",,"185","95","No. 92 dari 245 Restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d7653723-Reviews-Pondok_Ikan_Bakar_Segiri-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Warukin Persiba Stadium, Balikpapan Indonesia","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10669694","https://media-cdn.tripadvisor.com/media/photo-o/0c/82/cb/b4/gado-gado-siram-es-kelapa.jpg","false","false","-1.24307","116.82997","Gado-Gado Siram Persiba","5",,,"185","98","No. 94 dari 245 Restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d10669694-Reviews-Gado_Gado_Siram_Persiba-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jendral Sudirman no. 16, Balikpapan 76112 Indonesia","restaurant","Jepang","Sushi","Asia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6876686","https://media-cdn.tripadvisor.com/media/photo-o/07/09/85/19/d-sushi.jpg","false","false","-1.273127","116.84796","D' Sushi","33","+62 542 7219560","$$ - $$$","185","91","No. 88 dari 245 Restoran di Balikpapan","3.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d6876686-Reviews-D_Sushi-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.desushi.biz/front/index.php"
"Jln. Pranoto APT 5/21, Balikpapan 76112 Indonesia","restaurant","Makanan Laut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6489011",,"false","false","-1.27497","116.83673","RM Ujung Pandang","5","+62 542 734440",,"185","93","No. 90 dari 245 Restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d6489011-Reviews-RM_Ujung_Pandang-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. MT Haryono No 1 Giant Extra MT Haryono, Balikpapan 76114 Indonesia","restaurant","Kafe",,,,,,,,,,,,,"breadtalk@johnnyandrean.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10509825","https://media-cdn.tripadvisor.com/media/photo-o/0b/e2/b5/0f/choco.jpg","false","false","-1.265591","116.858765","BreadTalk","6",,,"185","96","No. 1 dari 3 Toko Roti di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d10509825-Reviews-BreadTalk-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.breadtalk.co.id/"
"Jl. Letjend. Suprapto, Balikpapan Indonesia","restaurant","Makanan Laut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6487985",,"false","false","-1.23436","116.82006","Warung Segeri","5","+62 542 419609",,"185","92","No. 89 dari 245 Restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d6487985-Reviews-Warung_Segeri-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jendral Sudirman no. 18, Balikpapan 76112 Indonesia","restaurant","Asia","Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4053539","https://media-cdn.tripadvisor.com/media/photo-s/06/63/8c/a8/mie-bakso-pasar-baru.jpg","false","false","-1.277295","116.83298","Bakso Sapi Pasar Baru","31","+62 542 423198","$$ - $$$","185","27","No. 27 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d4053539-Reviews-Bakso_Sapi_Pasar_Baru-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. Jendral Sudirman Markoni, Sesudah Bakso & Mie Ayam Likmin, Balikpapan 76114 Indonesia","restaurant","Cina","Asia","Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8513633","https://media-cdn.tripadvisor.com/media/photo-o/08/ee/7b/19/depot-simpang-empat.jpg","false","false","-1.27531","116.86555","Depot Simpang Empat","32",,"$","185","9","No. 9 dari 265 restoran di Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d8513633-Reviews-Depot_Simpang_Empat-Balikpapan_East_Kalimantan_Kalimantan.html","http://dapurbalikpapan.blogspot.com/2012/01/depot-simpang-empat-kebun-sayur.html"
"Jl. Jenderal Sudirman No.69 Pasar Klandasan Balikpapan, Balikpapan 76112 Indonesia","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10528964","https://media-cdn.tripadvisor.com/media/photo-o/0e/9a/88/c8/photo2jpg.jpg","false","false","-1.277993","116.832825","Coto Makassar Klandasan Hj. Kasim","19","+62 852-4653-8353","$","185","35","No. 35 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d10528964-Reviews-Coto_Makassar_Klandasan_Hj_Kasim-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jalan Iswahyudi no.4, Balikpapan Indonesia","restaurant","Makanan Laut","Asia","Indonesia","Halal",,,,,,"Halal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1522919","https://media-cdn.tripadvisor.com/media/photo-o/0d/60/76/78/mtf-ewhrc-526-largejpg.jpg","false","false","-1.267911","116.87801","Kepiting Kenari","261","+62 542 764018","$$ - $$$","185","3","No. 3 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d1522919-Reviews-Kepiting_Kenari-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.facebook.com/pages/category/Diner/Kepiting-Kenari-Cabang-Tarakan-660487490778373/"
"Jln. Mulawarman, Balikpapan 76115 Indonesia","restaurant","Makanan Laut","Asia","Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8597797","https://media-cdn.tripadvisor.com/media/photo-o/09/b1/8a/83/ikan-bakar-selat-makassar.jpg","false","false","-1.25528","116.92601","Ikan Bakar Selat Makassar","14","+62 813-4714-1474","$$ - $$$","185","36","No. 36 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d8597797-Reviews-Ikan_Bakar_Selat_Makassar-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jenderal Ahmad Yani No. 01 Gunungsari Ilir, Balikpapan 76113 Indonesia","restaurant","Indonesia","Asia","Sup","Halal",,,,,,"Halal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8858596","https://media-cdn.tripadvisor.com/media/photo-o/09/cf/7c/9d/soto-banjar-kuin-abdhu.jpg","false","false","-1.26875","116.83731","Soto Banjar Kuin Abdhu","39","+62 542 410954","$","185","8","No. 8 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d8858596-Reviews-Soto_Banjar_Kuin_Abdhu-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jenderal Ahmad Yani No. 1 Klandasan Ilir, Balikpapan 76113 Indonesia","restaurant","Makanan Laut","Asia","Indonesia","Sesuai untuk Vegetarian",,,,,,"Sesuai untuk Vegetarian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1076358","https://media-cdn.tripadvisor.com/media/photo-o/0a/d7/2a/19/photo5jpg.jpg","false","false","-1.273471","116.83863","Bondy Restaurant","141","+62 542 411150","$$ - $$$","185","5","No. 5 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d1076358-Reviews-Bondy_Restaurant-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.facebook.com/Bondyseafood/"
"Jl. Ruhui Rahayu no. 4, Balikpapan 76114 Indonesia","restaurant",,,,,,,,,,,,,,,"1320","960",,,"1320","600",,,,,,,"1320","600",,,"1320","600",,,"1380","600",,,"1380","600",,,"8644439","https://media-cdn.tripadvisor.com/media/photo-o/0a/b3/b7/4b/warm-place.jpg","false","false","-1.24319","116.89651","Pot O' Koffie","11","+62 542 8511061","$$ - $$$","185","39","No. 39 dari 265 restoran di Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d8644439-Reviews-Pot_O_Koffie-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Marsma Iswahyadi no. 71, Balikpapan 76114 Indonesia","restaurant","Makanan Laut","Asia","Indonesia","Halal",,,,,,"Halal",,,,"restaurant_dandito@yahoo.co.id","1320","360",,,"1320","360",,,"1320","360",,,"1320","360",,,"1320","360",,,"1320","360",,,"1320","360",,,"3656677","https://media-cdn.tripadvisor.com/media/photo-o/08/20/72/41/dandito.jpg","false","false","-1.267871","116.880775","Dandito","531","+62 542 764367","$$ - $$$","185","2","No. 2 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d3656677-Reviews-Dandito-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.danditorestaurant.com"
"Jl. A.Yani no. 12 In front of Pacific Hotel, Balikpapan 76113 Indonesia","restaurant","Pizza",,,,,,,,,,,,,"Docjc16@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12442876","https://media-cdn.tripadvisor.com/media/photo-o/0f/67/89/56/beef-rendang-pizza-dari.jpg","false","false","-1.270592","116.83765","DocJC","8","+62 813-4760-9098","$$ - $$$","185","38","No. 38 dari 265 restoran di Balikpapan","5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d12442876-Reviews-DocJC-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.facebook.com/DocJCRestaurant/"
"Jln. Brigjen Eri Suparjan No 2, Balikpapan 76112 Indonesia","restaurant","Italia","Eropa",,,,,,,,,,,,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"1320","480",,,"6209367","https://media-cdn.tripadvisor.com/media/photo-o/05/6c/50/7b/colors-restaurant-in.jpg","false","false","-1.27396","116.83387","Colors Restaurant, In Novotel Balikpapan","21",,"$$ - $$$","185","44","No. 44 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d6209367-Reviews-Colors_Restaurant_In_Novotel_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Sudirman Blok K No.6 Komplek Pasar Baru Square Lt 2, Balikpapan Indonesia","restaurant","Asia","Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4787548","https://media-cdn.tripadvisor.com/media/photo-s/04/70/ea/62/makanan-tradisional-indonesia.jpg","false","false","-1.27708","116.82988","Kafe Betawi","27","+62 542 7582552","$$ - $$$","185","37","No. 37 dari 265 restoran di Balikpapan","3.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d4787548-Reviews-Kafe_Betawi-Balikpapan_East_Kalimantan_Kalimantan.html","http://kafebetawi.com/outlets/balcony-balikpapan/"
"Jl. Mayjend Sutoyo, Balikpapan 76113 Indonesia","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8389158","https://media-cdn.tripadvisor.com/media/photo-w/08/b0/18/59/nasi-pecel-pincuk-khas.jpg","false","false","-1.26685","116.84614","Nasi Pecel (Pincuk) Khas Madiun Pak Kumis","14",,"$","185","43","No. 43 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d8389158-Reviews-Nasi_Pecel_Pincuk_Khas_Madiun_Pak_Kumis-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. Jendral Sudirman, Stal Kuda, Balikpapan 76112 Indonesia","restaurant","Makanan Laut","Asia","Indonesia","Halal",,,,,,"Halal",,,,"info@toranifood.com","1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"7225466","https://media-cdn.tripadvisor.com/media/photo-o/12/c8/f0/b8/sangat-cocok-bila-dijadikan.jpg","false","false","-1.275138","116.8653","Rumah Makan Torani","88","+62 811-5936-789","$$ - $$$","185","7","No. 7 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d7225466-Reviews-Rumah_Makan_Torani-Balikpapan_East_Kalimantan_Kalimantan.html","http://toranifood.com"
"Jln. Jendral Sudirman, Balikpapan 76114 Indonesia","restaurant","Asia","Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7729073","https://media-cdn.tripadvisor.com/media/photo-o/08/40/b9/22/bakso-mie-ayam-lik-min.jpg","false","false","-1.27339","116.85133","Bakso & Mie Ayam Lik Min","25",,"$","185","41","No. 41 dari 265 restoran di Balikpapan","3.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d7729073-Reviews-Bakso_Mie_Ayam_Lik_Min-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. Jendral Sudirman Komplek Rukan Bandar Balikpapan Blok M 18, Balikpapan 76112 Indonesia","restaurant","Makanan Laut","Asia","Indonesia","Sesuai untuk Vegetarian","Pilihan Vegan","Halal","Pilihan Bebas Gluten",,,"Sesuai untuk Vegetarian","Pilihan Vegan","Halal","Pilihan Bebas Gluten","oceans.resto@yahoo.com","1560","600",,,"1560","600",,,"1560","600",,,"1560","600",,,"1560","600",,,"1560","600",,,"1560","600",,,"1367463","https://media-cdn.tripadvisor.com/media/photo-o/04/a2/67/a8/ocean-s.jpg","false","false","-1.278338","116.83527","Ocean's","587","+62 542 739439","$$ - $$$","185","1","No. 1 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d1367463-Reviews-Ocean_s-Balikpapan_East_Kalimantan_Kalimantan.html",
"Kelurahan Damai Jln. Puncak Marconi Indah 88, Balikpapan 76114 Indonesia","restaurant","Internasional","Mediterania","Asia","Indonesia","Halal","Sesuai untuk Vegetarian","Pilihan Vegan",,,"Halal","Sesuai untuk Vegetarian","Pilihan Vegan",,"openhousebalikpapan@gmail.com","1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"5512802","https://media-cdn.tripadvisor.com/media/photo-o/06/4f/82/0b/open-house.jpg","false","false","-1.270107","116.85023","Open House","113","+62 542 744823","$$ - $$$","185","6","No. 6 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d5512802-Reviews-Open_House-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.mesraresto.com/open-house"
"Jl. Jendral Sudirman no. 7 Aston Balikpapan Hotel & Residence, Balikpapan 76113 Indonesia","restaurant","Restoran Steak","Kafe","Barbekyu","Kantin",,,,,,,,,,"seventhstreet.balikpapan@gmail.com","1560","1020",,,"1560","1020",,,"1560","1020",,,"1560","1020",,,"1560","1020",,,"1560","1020",,,"1560","1020",,,"9736359","https://media-cdn.tripadvisor.com/media/photo-o/0e/50/70/14/clasy-bar-place-that.jpg","false","false","-1.275859","116.84522","Seventh Street Irish","19","+62 821-5496-8203","$$ - $$$","185","42","No. 42 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d9736359-Reviews-Seventh_Street_Irish-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.facebook.com/seventhstreetbalikpapan/"
"Jln. Mulawarman, Balikpapan 76115 Indonesia","restaurant","Makanan Laut","Internasional","Eropa","Asia","Indonesia",,,,,,,,,"thebeachhousebalikpapan@gmail.com","1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"5617471","https://media-cdn.tripadvisor.com/media/photo-o/05/d7/e3/ac/the-beach-house-balikpapan.jpg","false","false","-1.234836","116.95617","The Beach House Balikpapan","106","+62 542 772130","$$ - $$$","185","4","No. 4 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d5617471-Reviews-The_Beach_House_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.mesraresto.com/the-beach-house"
"Jl. Jendral Sudirman no. 47 Mall E-Walk BSB Lantai UG No. 20 B, Balikpapan 76114 Indonesia","restaurant","Asia","Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9742446","https://media-cdn.tripadvisor.com/media/photo-o/0a/94/4a/e0/d-jintan.jpg","false","false","-1.277344","116.83002","D'Jintan","12","+62 542 7571842","$$ - $$$","185","40","No. 40 dari 265 restoran di Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d9742446-Reviews-D_Jintan-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Pandan Sari, Balikpapan Indonesia","restaurant","Cina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10535175","https://media-cdn.tripadvisor.com/media/photo-o/12/9b/71/e3/depot-lo-ho-kok.jpg","false","false","-1.23735","116.82566","Depot Lo Ho Kok","9",,"$$ - $$$","185","47","No. 47 dari 265 restoran di Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d10535175-Reviews-Depot_Lo_Ho_Kok-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jend. Sudirman no. 47 Balikpapan Super Block, Balikpapan 76114 Indonesia","restaurant",,,,,,,,,,,,,,"bellagio_restaurant@yahoo.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9818861","https://media-cdn.tripadvisor.com/media/photo-o/0a/86/a3/7c/nyaman-bangetlega-bangetfeel.jpg","false","false","-1.272973","116.85766","Bellagio Restaurant","15","+62 542 7213888","$$ - $$$","185","45","No. 45 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d9818861-Reviews-Bellagio_Restaurant-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.jatrahotels.com/grandjatra-balikpapan/dining/bellagio-restaurant"
"Jln. Jendral Sudirman Balikpapan Superblock, Balikpapan 76114 Indonesia","restaurant","Kafe","Makanan Cepat Saji",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8388283","https://media-cdn.tripadvisor.com/media/photo-o/08/4b/f9/0a/share-tea.jpg","false","false","-1.27531","116.86555","Share Tea","14",,,"185","50","No. 50 dari 265 restoran di Balikpapan","4","RESTAURANT","https://www.tripadvisor.co.id/Restaurant_Review-g317100-d8388283-Reviews-Share_Tea-Balikpapan_East_Kalimantan_Kalimantan.html",
