"address","category","cuisine/0","cuisine/1","cuisine/2","cuisine/3","cuisine/4","cuisine/5","cuisine/6","cuisine/7","cuisine/8","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","email","hotelClass","hotelClassAttribution","hours/0/0/close","hours/0/0/open","hours/0/1/close","hours/0/1/open","hours/1/0/close","hours/1/0/open","hours/1/1/close","hours/1/1/open","hours/2/0/close","hours/2/0/open","hours/2/1/close","hours/2/1/open","hours/3/0/close","hours/3/0/open","hours/3/1/close","hours/3/1/open","hours/4/0/close","hours/4/0/open","hours/4/1/close","hours/4/1/open","hours/5/0/close","hours/5/0/open","hours/5/1/close","hours/5/1/open","hours/6/0/close","hours/6/0/open","hours/6/1/close","hours/6/1/open","id","image","isClosed","isLongClosed","latitude","longitude","name","numberOfReviews","numberOfRooms","phone","priceLevel","priceRange","rankingDenominator","rankingPosition","rankingString","rating","type","webUrl","website"
"Jl. Mulawarman no. 6, RT. 5, Balikpapan Indonesia","hotel",,,,,,,,,,,,,,,"0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10844349","https://media-cdn.tripadvisor.com/media/photo-o/0f/b2/50/a9/1498562358455-largejpg.jpg",,,"-1.258016","116.91926","Pantai Mentari Compound","2",,,,,"122","28","#28 of 122 hotels in Balikpapan","5","HOTEL","https://www.tripadvisor.com/Hotel_Review-g317100-d10844349-Reviews-Pantai_Mentari_Compound-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jenderal Ahmad Yani No. 01 Gunungsari Ilir, Balikpapan 76113 Indonesia","restaurant","Indonesian","Asian","Soups","Halal",,,,,,"Halal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8858596","https://media-cdn.tripadvisor.com/media/photo-o/09/cf/7c/9d/soto-banjar-kuin-abdhu.jpg","false","false","-1.26875","116.83731","Soto Banjar Kuin Abdhu","39",,"+62 542 410954","$",,"185","8","#8 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d8858596-Reviews-Soto_Banjar_Kuin_Abdhu-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. Jendral Sudirman Markoni, Sesudah Bakso & Mie Ayam Likmin, Balikpapan 76114 Indonesia","restaurant","Chinese","Asian","Indonesian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8513633","https://media-cdn.tripadvisor.com/media/photo-o/08/ee/7b/19/depot-simpang-empat.jpg","false","false","-1.27531","116.86555","Depot Simpang Empat","32",,,"$",,"185","9","#9 of 245 Restaurants in Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d8513633-Reviews-Depot_Simpang_Empat-Balikpapan_East_Kalimantan_Kalimantan.html","http://dapurbalikpapan.blogspot.com/2012/01/depot-simpang-empat-kebun-sayur.html"
"Jl. Jenderal Ahmad Yani No. 1 Klandasan Ilir, Balikpapan 76113 Indonesia","restaurant","Seafood","Asian","Indonesian","Vegetarian Friendly",,,,,,"Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1076358","https://media-cdn.tripadvisor.com/media/photo-o/0a/d7/2a/19/photo5jpg.jpg","false","false","-1.273471","116.83863","Bondy Restaurant","141",,"+62 542 411150","$$ - $$$",,"185","5","#5 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d1076358-Reviews-Bondy_Restaurant-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.facebook.com/Bondyseafood/"
"Jalan Iswahyudi no.4, Balikpapan Indonesia","restaurant","Seafood","Asian","Indonesian","Halal",,,,,,"Halal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1522919","https://media-cdn.tripadvisor.com/media/photo-o/0d/60/76/78/mtf-ewhrc-526-largejpg.jpg","false","false","-1.267911","116.87801","Kepiting Kenari","261",,"+62 542 764018","$$ - $$$",,"185","3","#3 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d1522919-Reviews-Kepiting_Kenari-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.facebook.com/pages/category/Diner/Kepiting-Kenari-Cabang-Tarakan-660487490778373/"
"Jln. H ARS. Muhammad 7 Gran Senyiur Hotel, 8th Floor, Balikpapan 76112 Indonesia","restaurant","Pub",,,,,,,,,,,,,,,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"1440","960",,,"6871098","https://media-cdn.tripadvisor.com/media/photo-o/06/72/64/86/sky-bar-gran-senyiur.jpg","false","false","-1.273225","116.83338","Sky Bar, Gran Senyiur Hotel","57",,"+62 542 820211","$$$$",,"185","10","#10 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d6871098-Reviews-Sky_Bar_Gran_Senyiur_Hotel-Balikpapan_East_Kalimantan_Kalimantan.html","http://gran.senyiurhotels.com/restaurants/sky-bar-2/"
"Jln. Jendral Sudirman Komplek Rukan Bandar Balikpapan Blok M 18, Balikpapan 76112 Indonesia","restaurant","Seafood","Asian","Indonesian","Vegetarian Friendly","Vegan Options","Halal","Gluten Free Options",,,"Vegetarian Friendly","Vegan Options","Halal","Gluten Free Options","oceans.resto@yahoo.com",,,"1560","600",,,"1560","600",,,"1560","600",,,"1560","600",,,"1560","600",,,"1560","600",,,"1560","600",,,"1367463","https://media-cdn.tripadvisor.com/media/photo-o/04/a2/67/a8/ocean-s.jpg","false","false","-1.278338","116.83527","Ocean's","587",,"+62 542 739439","$$ - $$$",,"185","1","#1 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d1367463-Reviews-Ocean_s-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Marsma Iswahyadi no. 71, Balikpapan 76114 Indonesia","restaurant","Seafood","Asian","Indonesian","Halal",,,,,,"Halal",,,,"restaurant_dandito@yahoo.co.id",,,"1320","360",,,"1320","360",,,"1320","360",,,"1320","360",,,"1320","360",,,"1320","360",,,"1320","360",,,"3656677","https://media-cdn.tripadvisor.com/media/photo-o/08/20/72/41/dandito.jpg","false","false","-1.267871","116.880775","Dandito","531",,"+62 542 764367","$$ - $$$",,"185","2","#2 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d3656677-Reviews-Dandito-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.danditorestaurant.com"
"Kelurahan Damai Jln. Puncak Marconi Indah 88, Balikpapan 76114 Indonesia","restaurant","International","Mediterranean","Asian","Indonesian","Halal","Vegetarian Friendly","Vegan Options",,,"Halal","Vegetarian Friendly","Vegan Options",,"openhousebalikpapan@gmail.com",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"5512802","https://media-cdn.tripadvisor.com/media/photo-o/06/4f/82/0b/open-house.jpg","false","false","-1.270107","116.85023","Open House","113",,"+62 542 744823","$$ - $$$",,"185","6","#6 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d5512802-Reviews-Open_House-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.mesraresto.com/open-house"
"Jln. Jendral Sudirman, Stal Kuda, Balikpapan 76112 Indonesia","restaurant","Seafood","Asian","Indonesian","Halal",,,,,,"Halal",,,,"info@toranifood.com",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"1440","540",,,"7225466","https://media-cdn.tripadvisor.com/media/photo-o/12/c8/f0/b8/sangat-cocok-bila-dijadikan.jpg","false","false","-1.275138","116.8653","Rumah Makan Torani","88",,"+62 811-5936-789","$$ - $$$",,"185","7","#7 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d7225466-Reviews-Rumah_Makan_Torani-Balikpapan_East_Kalimantan_Kalimantan.html","http://toranifood.com"
"Jln. Mulawarman, Balikpapan 76115 Indonesia","restaurant","Seafood","International","European","Asian","Indonesian",,,,,,,,,"thebeachhousebalikpapan@gmail.com",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"1260","600",,,"5617471","https://media-cdn.tripadvisor.com/media/photo-o/05/d7/e3/ac/the-beach-house-balikpapan.jpg","false","false","-1.234836","116.95617","The Beach House Balikpapan","106",,"+62 542 772130","$$ - $$$",,"185","4","#4 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d5617471-Reviews-The_Beach_House_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.mesraresto.com/the-beach-house"
"Jl. Jendral Sudirman 70, Balikpapan 76112 Indonesia","restaurant","Asian","Indonesian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6489001","https://media-cdn.tripadvisor.com/media/photo-o/0d/d8/ef/94/p-20161211-121649-df.jpg","false","false","-1.277477","116.82823","Warung Tulung Agung","29",,"+62 542 731438","$",,"185","18","#17 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d6489001-Reviews-Warung_Tulung_Agung-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jendral Sudirman no. 101 Pasar Baru, Balikpapan 76113 Indonesia","restaurant","Asian","Deli","Grill","Indonesian","Chinese","Halal",,,,"Halal",,,,,,,"960","420",,,,,,,,,,,,,,,,,,,,,,,,,,,"6594249","https://media-cdn.tripadvisor.com/media/photo-o/06/67/ac/2b/kedai-kopi-mantaw-canton.jpg","false","false","-1.27693","116.83909","Kedai Kopi Mantaw","47",,"+62 821-5420-2668","$$ - $$$",,"185","15","#14 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d6594249-Reviews-Kedai_Kopi_Mantaw-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jendral Sudirman no. 1 Balikpapan Plaza Lantai Dasar, Balikpapan 76114 Indonesia","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8388297","https://media-cdn.tripadvisor.com/media/photo-o/08/4b/f8/5e/marugame-udon.jpg","false","false","-1.277929","116.82593","Marugame Udon","30",,,"$$ - $$$",,"185","17","#16 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d8388297-Reviews-Marugame_Udon-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.marugameudon.co.id/"
"Jl. Sukarno Hatta KM 50 - 52 Kecamatan Samboja Kutai Kartanegara, Balikpapan Indonesia","restaurant","Asian","Indonesian","Vegetarian Friendly",,,,,,,"Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8549296","https://media-cdn.tripadvisor.com/media/photo-w/08/be/5e/6b/rm-tahu-sumedang-samboja.jpg","false","false","-1.22042","116.84861","RM Tahu Sumedang Samboja","35",,,"$",,"185","19","#18 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d8549296-Reviews-RM_Tahu_Sumedang_Samboja-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. Jendral Sudirman Ruko Bandar blok A no. 11 Klandasan, Balikpapan 76112 Indonesia","restaurant","Cafe","International","Asian","Indonesian","Vegetarian Friendly","Vegan Options",,,,"Vegetarian Friendly","Vegan Options",,,,,,"1380","480",,,"1380","480",,,"1380","480",,,"1380","480",,,"1380","480",,,"1380","480",,,"1380","480",,,"7117936","https://media-cdn.tripadvisor.com/media/photo-o/0c/94/3a/81/dari-pada-bingung-cari.jpg","false","false","-1.277479","116.833885","De Cafe Resto, Pastry & Bakery","51",,"+62 542 739272","$$ - $$$",,"185","14","#13 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d7117936-Reviews-De_Cafe_Resto_Pastry_Bakery-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.decafe.co.id"
"Jln. Letjend Suprapto No 1 Blue Sky Hotel, Balikpapan 76131 Indonesia","restaurant","Chinese","Seafood","Asian",,,,,,,,,,,"info@blueskybalikpapan.com",,,"870","690","1350","1080","870","690","1350","1080","870","690","1350","1080","870","690","1350","1080","870","690","1350","1080","870","690","1350","1080","870","690","1350","1080","7387764","https://media-cdn.tripadvisor.com/media/photo-o/0e/3f/ec/b8/island-seafood-terrace.jpg","false","false","-1.238001","116.82767","Island Seafood Terrace - Blue Sky Hotel","27",,"+62 542 735845","$$ - $$$",,"185","20","#19 of 245 Restaurants in Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d7387764-Reviews-Island_Seafood_Terrace_Blue_Sky_Hotel-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.blueskybalikpapan.com"
"Jl. Jenderal Sudirman Monumen Perjuangan Rakyat, Balikpapan Indonesia","restaurant","Seafood","Asian","Indonesian",,,,,,,,,,,,,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"11964910","https://media-cdn.tripadvisor.com/media/photo-o/0e/41/76/bf/the-taste-is-quite-poor.jpg","false","false","-1.279581","116.822815","Restoran Biru Laut","26",,"+62 852-0002-1966","$$ - $$$",,"185","16","#15 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d11964910-Reviews-Restoran_Biru_Laut-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.facebook.com/pages/Laut-Biru-Resto-Balikpapan/929480093851032"
"Jl. Jendral Sudirman no. 47 Ewalk Balikpapan Superblock, Ground Floor, Balikpapan 76112 Indonesia","restaurant","Cafe",,,,,,,,,,,,,,,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"1320","600",,,"6488328","https://media-cdn.tripadvisor.com/media/photo-o/05/f0/a3/a4/starbucks-coffee.jpg","false","false","-1.277344","116.83002","Starbucks","52",,"+62 542 7213867","$$ - $$$",,"185","13","#1 of 1 Quick Bites in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d6488328-Reviews-Starbucks-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Letjen Suprapto no. 1 Bluesky Hotel, Balikpapan 76131 Indonesia","restaurant","Indian","Southwestern","Arabic","Seafood","Asian","Indonesian","Vegetarian Friendly","Vegan Options","Gluten Free Options","Vegetarian Friendly","Vegan Options","Gluten Free Options",,"info@blueskybalikpapan.com",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"1439","0",,,"12063927","https://media-cdn.tripadvisor.com/media/photo-o/0e/3f/ea/40/best-chinese-food-in.jpg","false","false","-1.235689","116.82591","Garden Restaurant","29",,"+62 542 735845","$$ - $$$",,"185","11","#11 of 245 Restaurants in Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d12063927-Reviews-Garden_Restaurant-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.blueskygroups.com/en/hotels/view/3/blue-sky-hotel-balikpapan"
"Jl. Jendral Sudirman Komplek BSB Blok G no. 26-28, Balikpapan 76114 Indonesia","restaurant","Chinese","Japanese","Seafood",,,,,,,,,,,"itasukibalikpapan@yahoo.com",,,"1320","540",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"1320","660",,,"8540852","https://media-cdn.tripadvisor.com/media/photo-w/08/be/5b/d2/i-ta-suki-balikpapan.jpg","false","false","-1.277325","116.83118","I-ta Suki Balikpapan","29",,"+62 254 7571852","$$ - $$$",,"185","12","#12 of 245 Restaurants in Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d8540852-Reviews-I_ta_Suki_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.itasuki.com/about/cabang/itasuki-balikpapan"
"Jln. Jendral Sudirman 74, Balikpapan 76112 Indonesia","restaurant","Asian","Indonesian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8091061","https://media-cdn.tripadvisor.com/media/photo-o/08/13/ef/f7/typical-menu.jpg","false","false","-1.277775","116.82653","Bebek Goreng H. Slamet","26",,"+62 542 760730","$$ - $$$",,"185","23","#22 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d8091061-Reviews-Bebek_Goreng_H_Slamet-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl Kebun Sayur Pasar Kebun Sayur Balikpapan, Balikpapan 76131 Indonesia","restaurant","Seafood","Indonesian","Asian","Halal",,,,,,"Halal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7146235","https://media-cdn.tripadvisor.com/media/photo-o/0d/f6/83/19/photo1jpg.jpg","false","false","-1.235307","116.823494","Warung Haur Gading Balikpapan","55",,,"$$ - $$$",,"185","26","#25 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d7146235-Reviews-Warung_Haur_Gading_Balikpapan-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. Jendral Sudirman Alley between BCA and BTN Pasar Baru, Balikpapan 76112 Indonesia","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10153994","https://media-cdn.tripadvisor.com/media/photo-o/0b/71/48/49/soup-konro-and-soup-saudara.jpg","false","false","-1.276013","116.841675","Sup Konro ""BCA""","19",,,"$",,"185","25","#24 of 245 Restaurants in Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d10153994-Reviews-Sup_Konro_BCA-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. Mulawarman 03, Balikpapan 76115 Indonesia","restaurant","Bar","International","Asian","Pub","Indonesian",,,,,,,,,"bbc_batakan@yahoo.com.sg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4246555","https://media-cdn.tripadvisor.com/media/photo-o/03/ea/f3/29/getlstd-property-photo.jpg","false","false","-1.25525","116.92605","Batakan Beach Cafe","36",,"+62 542 750750","$$ - $$$",,"185","28","#27 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d4246555-Reviews-Batakan_Beach_Cafe-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.letseat.at/batakanbeachcafe"
"Jl. Jend. Ahmad Yani, RT. 41 no. 33, Gunung Sari Ilir, Balikpapan Indonesia","restaurant","Seafood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8372869","https://media-cdn.tripadvisor.com/media/photo-o/08/40/94/9a/rumah-makan-teluk-bayur.jpg","false","false","-1.272867","116.83811","Rumah Makan Teluk Bayur","19",,"+62 542 421500","$$ - $$$",,"185","29","#28 of 245 Restaurants in Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d8372869-Reviews-Rumah_Makan_Teluk_Bayur-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Marsma R. Iswahyudi Gunung Bakaran no. 124 blok A-2, Balikpapan Indonesia","restaurant","Seafood","Asian","Indonesian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10195182","https://media-cdn.tripadvisor.com/media/photo-o/11/8f/04/03/20171221-131450-0-largejpg.jpg","false","false","-1.271415","116.87538","Restaurant Sea Food Apong","20",,"+62 542 8520571","$$ - $$$",,"185","30","#29 of 245 Restaurants in Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d10195182-Reviews-Restaurant_Sea_Food_Apong-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. Jendral Sudirman No. 47 In shops surrounding E-Walk Plaza, Balikpapan 76112 Indonesia","restaurant","Italian","European","Vegetarian Friendly",,,,,,,"Vegetarian Friendly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7745800","https://media-cdn.tripadvisor.com/media/photo-o/07/b4/b2/b8/seafood-plater.jpg","false","false","-1.274517","116.859314","Pasta Cielo","32",,"+62 851-0007-2825","$$ - $$$",,"185","21","#20 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d7745800-Reviews-Pasta_Cielo-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jend. A. Yani No. 50 RT 55, Balikpapan Indonesia","restaurant","Asian","Indonesian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6487841","https://media-cdn.tripadvisor.com/media/photo-m/1280/13/7a/ba/e1/screenshot-20180626-151416.jpg","false","false","-1.272793","116.83806","Bubur Ayam Samarinda","34",,"+62 542 736491","$",,"185","22","#21 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d6487841-Reviews-Bubur_Ayam_Samarinda-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Letjen Suprapto no. 1 Blue Sky Hotel, Balikpapan 76131 Indonesia","restaurant","Japanese","Sushi","Barbecue","Vegetarian Friendly",,,,,,"Vegetarian Friendly",,,,"info@blueskybalikpapan.com",,,"870","690","1350","1080","870","690","1350","1080","870","690","1350","1080","870","690","1350","1080","870","690","1350","1080","870","690","1350","1080","870","690","1350","1080","7606272","https://media-cdn.tripadvisor.com/media/photo-o/10/22/5b/d5/large-sashimi-set.jpg","false","false","-1.238017","116.82767","Kaizeki Japanese Restaurant","23",,"+62 542 735845","$$$$",,"185","24","#23 of 245 Restaurants in Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d7606272-Reviews-Kaizeki_Japanese_Restaurant-Balikpapan_East_Kalimantan_Kalimantan.html","http://www.blueskybalikpapan.com"
"Jln. Jendral Sudirman no. 18, Balikpapan 76112 Indonesia","restaurant","Asian","Indonesian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4053539","https://media-cdn.tripadvisor.com/media/photo-s/06/63/8c/a8/mie-bakso-pasar-baru.jpg","false","false","-1.277295","116.83298","Bakso Sapi Pasar Baru","31",,"+62 542 423198","$$ - $$$",,"185","27","#26 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d4053539-Reviews-Bakso_Sapi_Pasar_Baru-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. A.Yani no. 12 In front of Pacific Hotel, Balikpapan 76113 Indonesia","restaurant","Pizza",,,,,,,,,,,,,"Docjc16@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12442876","https://media-cdn.tripadvisor.com/media/photo-o/0f/67/89/56/beef-rendang-pizza-dari.jpg","false","false","-1.270592","116.83765","DocJC","8",,"+62 813-4760-9098","$$ - $$$",,"185","38","#37 of 245 Restaurants in Balikpapan","5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d12442876-Reviews-DocJC-Balikpapan_East_Kalimantan_Kalimantan.html","https://www.facebook.com/DocJCRestaurant/"
"Jl. Jendral Sudirman no. 47 Mall E-Walk BSB Lantai UG No. 20 B, Balikpapan 76114 Indonesia","restaurant","Asian","Indonesian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9742446","https://media-cdn.tripadvisor.com/media/photo-o/0a/94/4a/e0/d-jintan.jpg","false","false","-1.277344","116.83002","D'Jintan","12",,"+62 542 7571842","$$ - $$$",,"185","40","#38 of 245 Restaurants in Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d9742446-Reviews-D_Jintan-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Jenderal Sudirman No.69 Pasar Klandasan Balikpapan, Balikpapan 76112 Indonesia","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10528964","https://media-cdn.tripadvisor.com/media/photo-o/0e/9a/88/c8/photo2jpg.jpg","false","false","-1.277993","116.832825","Coto Makassar Klandasan Hj. Kasim","19",,"+62 852-4653-8353","$",,"185","35","#34 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d10528964-Reviews-Coto_Makassar_Klandasan_Hj_Kasim-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Ruhui Rahayu no. 4, Balikpapan 76114 Indonesia","restaurant",,,,,,,,,,,,,,,,,"1320","960",,,"1320","600",,,,,,,"1320","600",,,"1320","600",,,"1380","600",,,"1380","600",,,"8644439","https://media-cdn.tripadvisor.com/media/photo-o/0a/b3/b7/4b/warm-place.jpg","false","false","-1.24319","116.89651","Pot O' Koffie","11",,"+62 542 8511061","$$ - $$$",,"185","39","#2 of 11 Coffee & Tea in Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d8644439-Reviews-Pot_O_Koffie-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. MT. Haryono, Balikpapan 76114 Indonesia","restaurant","Chinese","Seafood","Asian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7178576","https://media-cdn.tripadvisor.com/media/photo-o/10/da/e9/54/photo0jpg.jpg","false","false","-1.24892","116.87067","Dinasti Restaurant","18",,"+62 542 877445","$$ - $$$",,"185","32","#31 of 245 Restaurants in Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d7178576-Reviews-Dinasti_Restaurant-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jln. Mulawarman, Balikpapan 76115 Indonesia","restaurant","Seafood","Asian","Indonesian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8597797","https://media-cdn.tripadvisor.com/media/photo-o/09/b1/8a/83/ikan-bakar-selat-makassar.jpg","false","false","-1.25528","116.92601","Ikan Bakar Selat Makassar","14",,"+62 813-4714-1474","$$ - $$$",,"185","36","#35 of 245 Restaurants in Balikpapan","4","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d8597797-Reviews-Ikan_Bakar_Selat_Makassar-Balikpapan_East_Kalimantan_Kalimantan.html",
"Jl. Mt Haryono Dalam no. 103 RT 040 Gn Bahagia, Balikpapan 76114 Indonesia","restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8298045","https://media-cdn.tripadvisor.com/media/photo-o/09/0b/fb/5c/depot-bintang-mawar-ayam.jpg","false","false","-1.24514","116.87182","Depot Bintang Mawar Ayam Pedas","17",,"+62 542 7127855","$$ - $$$",,"185","31","#30 of 245 Restaurants in Balikpapan","4.5","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g317100-d8298045-Reviews-Depot_Bintang_Mawar_Ayam_Pedas-Balikpapan_East_Kalimantan_Kalimantan.html",
